KO_ID	P1	P2	P3	P4	I1	I2	I3	I4
K03691	0	0	0	0	0	0	0	0
K03693	0	2	0	4	5	2	0	0
K03707	0	7	4	4	7	5	4	0
K03714	0	0	0	0	0	0	0	0
K03715	2	6	6	3	10	6	1	1
K03728	0	0	0	0	0	0	0	0
K03729	0	0	0	0	0	0	0	0
K03730	0	0	0	0	0	0	0	0
K03732	3	12	7	3	4	6	3	0
K03735	0	7	5	4	12	7	3	3
K03736	0	7	5	5	11	7	3	3
K03738	6	10	10	4	6	4	8	0
K03739	0	2	2	1	2	3	1	1
K03740	0	1	1	1	2	4	2	0
K03754	0	0	0	0	0	0	0	0
K03763	4	12	8	12	8	0	0	0
K03766	0	0	0	0	0	0	0	0
K03776	42	50	30	26	28	36	10	4
K03777	1	7	5	2	5	2	0	0
K03778	2	9	6	5	6	5	5	1
K03779	1	1	5	3	3	2	1	1
K03780	1	8	11	8	12	6	2	1
K03781	4	116	56	52	96	96	48	0
K03782	4	92	68	104	76	80	32	8
K03783	12	123	93	69	120	99	36	6
K03784	0	9	9	21	3	3	3	3
K03785	1	5	2	8	9	0	3	0
K03786	5	42	27	32	37	27	19	3
K03787	9	120	81	54	108	69	42	6
K03788	2	0	0	0	0	2	0	0
K03792	0	0	0	0	0	0	0	0
K03794	0	0	1	0	2	5	0	0
K03795	0	15	7	2	11	6	3	0
K03800	1	13	8	11	12	11	3	1
K03801	8	48	41	30	54	35	17	7
K03814	6	38	38	22	33	34	16	6
K03815	1	10	6	2	6	6	4	1
K03816	0	0	0	0	1	0	0	0
K03821	4	58	32	35	33	34	22	8
K03823	8	60	30	30	44	32	14	2
K03831	4	31	25	19	26	17	10	4
K03841	24	72	78	30	102	72	24	0
K03842	0	4	4	2	2	4	2	0
K03843	0	0	0	2	0	0	0	0
K03844	0	0	0	0	0	0	0	0
K03845	0	0	0	0	0	0	0	0
K03846	0	0	0	2	2	2	0	0
K03847	0	0	0	0	0	0	0	0
K03848	0	0	0	0	0	0	0	0
K03849	0	0	0	0	0	0	0	0
K03850	0	2	0	0	0	0	0	0
K03851	0	6	6	7	8	3	3	2
K03852	2	5	6	9	7	4	3	1
K03853	0	0	0	0	0	0	0	0
K03856	8	72	49	53	70	62	23	6
K03857	0	1	0	4	2	2	0	0
K03858	0	0	0	0	0	0	0	0
K03859	0	0	0	0	0	0	0	0
K03860	0	0	0	0	0	0	0	0
K03861	0	0	0	0	0	0	0	0
K03862	5	34	30	22	28	32	12	2
K03863	2	15	8	9	8	6	7	2
K03868	0	0	0	0	0	0	0	0
K03869	0	0	0	0	0	0	0	0
K03870	0	0	0	0	0	0	0	0
K03871	0	0	0	0	0	0	0	0
K03872	0	0	0	0	0	0	0	0
K03873	0	0	0	0	0	0	0	0
K03875	0	0	0	0	0	0	0	0
K03876	0	0	0	0	0	0	0	0
K03877	0	0	0	0	0	0	0	0
K03878	0	0	2	0	0	2	0	0
K03879	0	0	0	0	0	2	0	0
K03880	0	0	0	0	0	4	0	0
K03881	0	0	0	0	0	4	0	0
K03882	0	0	2	0	0	2	0	0
K03883	0	0	0	0	0	4	0	0
K03884	0	0	0	0	0	0	0	0
K03885	14	107	53	61	87	77	36	10
K03886	2	39	28	22	35	28	20	5
K03887	2	30	14	11	25	16	11	2
K03888	1	2	2	2	1	2	1	0
K03889	0	15	8	6	11	7	7	0
K03890	0	6	2	2	5	2	1	1
K03891	2	30	14	10	24	16	11	2
K03894	0	0	0	0	0	0	0	0
K03895	0	0	0	0	0	0	0	0
K03896	0	0	0	0	0	0	0	0
K03897	0	1	0	0	0	0	0	0
K03898	0	0	0	0	0	0	0	0
K03899	0	0	0	0	0	0	0	0
K03900	0	0	3	0	0	0	0	0
K03901	0	0	0	0	0	0	0	0
K03902	0	0	0	0	0	0	0	0
K03903	0	0	0	0	0	0	0	0
K03904	0	0	0	0	0	0	0	0
K03905	0	0	0	0	0	0	0	0
K03906	0	0	0	0	0	0	0	0
K03907	0	0	0	0	0	0	0	0
K03908	0	0	0	0	0	0	0	0
K03909	0	0	0	0	0	0	0	0
K03910	0	0	0	0	0	0	0	0
K03911	0	0	0	0	0	0	0	0
K03912	0	0	0	0	0	0	0	0
K03913	0	0	0	0	0	0	0	0
K03914	0	0	0	0	0	0	0	0
K03915	0	0	0	0	0	0	0	0
K03916	0	0	0	0	0	0	0	0
K03917	0	0	0	0	0	0	0	0
K03918	1	9	5	2	6	4	2	2
K03921	0	8	6	4	8	8	6	0
K03922	0	0	0	0	0	0	0	0
K03927	0	1	0	0	0	2	0	0
K03934	0	3	0	0	0	0	0	0
K03935	0	0	3	0	0	6	0	0
K03936	0	0	0	0	0	3	0	0
K03937	0	0	0	3	0	0	0	0
K03938	0	0	0	0	0	0	0	0
K03939	0	0	0	0	0	0	0	0
K03940	9	57	36	36	51	42	27	6
K03941	6	42	48	30	39	30	27	3
K03942	0	0	0	0	0	3	0	0
K03943	3	21	12	3	9	3	0	0
K03944	0	0	0	0	0	0	0	0
K03945	0	0	0	0	0	0	0	0
K03946	0	0	0	0	0	0	0	0
K03947	0	0	0	0	0	0	0	0
K03948	0	0	0	0	0	0	0	0
K03949	0	0	0	0	0	0	0	0
K03950	0	0	0	0	0	0	0	0
K03951	0	0	0	0	0	0	0	0
K03952	0	0	0	0	0	0	0	0
K03953	0	0	0	0	3	3	0	0
K03954	0	0	0	0	0	0	0	0
K03955	0	0	0	0	0	0	0	0
K03956	0	0	0	0	0	0	0	0
K03957	0	0	0	0	0	0	0	0
K03958	0	0	0	0	0	0	0	0
K03959	0	0	0	0	0	0	0	0
K03960	0	0	0	0	0	0	0	0
K03961	0	0	0	0	0	0	0	0
K03962	0	0	0	0	0	0	0	0
K03963	0	0	0	0	0	0	0	0
K03964	0	0	0	0	0	0	0	0
K03965	0	0	0	0	0	0	0	0
K03966	0	0	0	0	0	0	0	0
K03967	0	0	0	0	0	0	0	0
K03968	0	0	0	0	0	0	0	0
K03980	4	78	53	44	65	47	20	3
K03982	0	0	0	0	0	0	0	0
K03983	0	0	0	0	0	0	0	0
K03984	0	0	0	0	0	0	0	0
K03985	0	0	0	0	0	0	0	0
K03986	0	0	0	0	0	0	0	0
K03987	0	0	0	0	0	0	0	0
K03988	0	0	0	0	0	0	0	0
K03989	0	0	0	0	0	0	0	0
K03990	0	0	0	0	0	0	0	0
K03991	0	0	0	0	0	0	0	0
K03992	0	0	0	0	0	0	0	0
K03993	0	0	0	0	0	0	0	0
K03994	0	0	0	0	0	0	0	0
K03995	0	0	0	0	0	0	0	0
K03996	0	0	0	0	0	0	0	0
K03997	0	0	0	0	0	0	0	0
K03998	0	0	0	0	0	0	0	0
K03999	0	0	0	0	0	0	0	0
K04000	0	0	0	0	0	0	0	0
K04001	0	0	0	0	0	0	0	0
K04002	0	0	0	0	0	0	0	0
K04003	0	0	0	0	0	0	0	0
K04004	0	0	0	0	0	0	0	0
K04005	0	0	0	0	0	0	0	0
K04006	0	0	0	0	0	0	0	0
K04007	0	0	0	0	0	0	0	0
K04008	0	0	0	0	0	0	0	0
K04009	0	0	0	0	0	0	0	0
K04010	0	0	0	0	0	0	0	0
K04011	0	0	0	0	0	0	0	0
K04012	0	0	0	0	0	0	0	0
K04013	0	0	0	0	0	0	0	0
K04014	0	0	0	0	0	2	1	0
K04015	2	0	1	2	3	2	0	0
K04016	4	44	34	41	46	34	9	6
K04017	2	20	13	15	18	16	2	2
K04018	2	20	14	15	18	16	2	2
K04019	0	5	3	3	0	1	0	1
K04020	2	7	1	4	4	4	3	0
K04021	0	16	8	8	8	8	4	0
K04022	0	0	0	0	2	1	0	0
K04032	0	0	0	0	0	0	0	0
K04034	0	43	27	25	27	27	15	3
K04035	0	23	17	11	13	9	11	3
K04036	0	0	0	0	0	0	0	0
K04037	0	1	0	0	0	0	0	0
K04038	0	1	0	0	0	0	0	0
K04039	0	2	1	0	1	1	0	0
K04040	0	2	2	3	7	4	1	1
K04041	0	0	0	0	0	0	4	0
K04042	9	63	48	31	56	34	21	2
K04043	8	95	59	51	69	64	35	5
K04056	0	0	0	0	0	0	0	0
K04057	0	0	0	0	0	0	0	0
K04058	0	0	0	0	0	0	0	0
K04059	0	0	0	0	0	0	0	0
K04066	8	51	31	40	53	39	18	5
K04067	0	0	0	0	0	0	0	0
K04071	0	0	0	1	0	0	0	0
K04072	10	100	100	80	150	60	10	40
K04073	10	25	5	15	10	5	5	0
K04077	6	142	92	66	138	88	62	8
K04079	14	105	70	63	49	56	42	0
K04085	0	20	10	9	18	10	4	0
K04092	0	1	1	3	2	0	0	0
K04093	4	18	12	16	17	22	9	1
K04097	0	1	0	0	0	0	0	0
K04098	0	40	16	18	34	20	8	4
K04099	6	63	45	27	33	36	12	0
K04100	9	33	33	12	9	12	9	0
K04101	15	117	75	51	51	51	24	3
K04102	2	37	12	8	20	14	7	3
K04103	1	7	5	3	6	6	1	0
K04104	0	0	0	0	0	0	0	0
K04105	0	36	18	24	46	28	10	4
K04107	10	56	24	22	58	24	16	4
K04108	6	30	18	24	20	28	10	8
K04109	8	68	44	48	68	50	24	12
K04110	0	62	32	40	72	38	16	8
K04112	0	4	4	2	2	2	0	1
K04113	0	4	4	2	3	3	0	1
K04114	0	7	5	4	4	3	0	1
K04115	0	3	3	0	2	1	0	1
K04116	3	9	4	1	4	2	2	0
K04117	1	0	0	1	0	0	1	0
K04118	0	4	3	3	1	2	4	0
K04119	0	0	0	0	0	0	0	0
K04120	0	0	0	0	0	0	0	0
K04121	0	0	0	0	0	0	0	0
K04122	0	0	0	0	0	0	0	0
K04123	0	0	0	0	0	0	0	0
K04124	0	2	1	0	0	1	0	0
K04125	0	1	0	0	0	0	0	0
K04126	0	0	0	0	0	0	0	0
K04127	2	13	11	13	8	8	3	2
K04128	0	0	1	0	0	0	0	0
K04129	0	0	0	0	0	0	0	0
K04130	0	0	0	0	0	0	0	0
K04131	0	0	0	0	0	0	0	0
K04132	0	0	0	0	0	0	0	0
K04133	0	0	0	0	0	0	0	0
K04134	0	0	0	0	0	0	0	0
K04135	0	0	0	0	0	0	0	0
K04136	0	0	0	0	0	0	0	0
K04137	0	0	0	0	0	0	0	0
K04138	0	0	0	0	0	0	0	0
K04139	0	0	0	0	0	0	0	0
K04140	0	0	0	0	0	0	0	0
K04141	0	0	0	0	0	0	0	0
K04142	0	0	0	0	0	0	0	0
K04143	0	0	0	0	0	0	0	0
K04144	0	0	0	0	0	0	0	0
K04145	0	0	0	0	0	0	0	0
K04146	0	0	0	0	0	0	0	0
K04147	0	0	0	0	0	0	0	0
K04148	0	0	0	0	0	0	0	0
K04149	0	0	0	0	0	0	0	0
K04150	0	0	0	0	0	0	0	0
K04151	0	0	0	0	0	0	0	0
K04152	0	0	0	0	0	0	0	0
K04153	0	0	0	0	0	0	0	0
K04157	0	0	0	0	0	0	0	0
K04160	0	0	0	0	0	0	0	0
K04161	0	0	0	0	0	0	0	0
K04162	0	0	0	0	0	0	0	0
K04163	0	0	0	0	0	0	0	0
K04166	0	0	0	0	0	0	0	0
K04167	0	0	0	0	0	0	0	0
K04168	0	0	0	0	0	0	0	0
K04169	0	0	0	0	0	0	0	0
K04170	0	0	0	0	0	0	0	0
K04171	0	0	0	0	0	0	0	0
K04172	0	0	0	0	0	0	0	0
K04173	0	0	0	0	0	0	0	0
K04174	0	0	0	0	0	0	0	0
K04175	0	0	0	0	0	0	0	0
K04176	0	0	0	0	0	0	0	0
K04177	0	0	0	0	0	0	0	0
K04178	0	0	0	0	0	0	0	0
K04179	0	0	0	0	0	0	0	0
K04180	0	0	0	0	0	0	0	0
K04181	0	0	0	0	0	0	0	0
K04182	0	0	0	0	0	0	0	0
K04183	0	0	0	0	0	0	0	0
K04184	0	0	0	0	0	0	0	0
K04185	0	0	0	0	0	0	0	0
K04188	0	0	0	0	0	0	0	0
K04189	0	0	0	0	0	0	0	0
K04190	0	0	0	0	0	0	0	0
K04191	0	0	0	0	0	0	0	0
K04192	0	0	0	0	0	0	0	0
K04193	0	0	0	0	0	0	0	0
K04194	0	0	0	0	0	0	0	0
K04195	0	0	0	0	0	0	0	0
K04196	0	0	0	0	0	0	0	0
K04197	0	0	0	0	0	0	0	0
K04198	0	0	0	0	0	0	0	0
K04199	0	0	0	0	0	0	0	0
K04200	0	0	0	0	0	0	0	0
K04201	0	0	0	0	0	0	0	0
K04202	0	0	0	0	0	0	0	0
K04203	0	0	0	0	0	0	0	0
K04204	0	0	0	0	0	0	0	0
K04205	0	0	0	0	0	0	0	0
K04207	0	0	0	0	0	0	0	0
K04209	0	0	0	0	0	0	0	0
K04210	0	0	0	0	0	0	0	0
K04211	0	0	0	0	0	0	0	0
K04212	0	0	0	0	0	0	0	0
K04213	0	0	0	0	0	0	0	0
K04214	0	0	0	0	0	0	0	0
K04215	0	0	0	0	0	0	0	0
K04216	0	0	0	0	0	0	0	0
K04217	0	0	0	0	0	0	0	0
K04218	0	0	0	0	0	0	0	0
K04219	0	0	0	0	0	0	0	0
K04220	0	0	0	0	0	0	0	0
K04221	0	0	0	0	0	0	0	0
K04222	0	0	0	0	0	0	0	0
K04223	0	0	0	0	0	0	0	0
K04224	0	0	0	0	0	0	0	0
K04225	0	0	0	0	0	0	0	0
K04226	0	0	0	0	0	0	0	0
K04227	0	0	0	0	0	0	0	0
K04228	0	0	0	0	0	0	0	0
K04229	0	0	0	0	0	0	0	0
K04230	0	0	0	0	0	0	0	0
K04231	0	0	0	0	0	0	0	0
K04232	0	0	0	0	0	0	0	0
K04233	0	0	0	0	0	0	0	0
K04234	0	0	0	0	0	0	0	0
K04235	0	0	0	0	0	0	0	0
K04236	0	0	0	0	0	0	0	0
K04237	0	0	0	0	0	0	0	0
K04238	0	0	0	0	0	0	0	0
K04239	0	0	0	0	0	0	0	0
K04240	0	0	0	0	0	0	0	0
K04241	0	0	0	0	0	0	0	0
K04243	0	0	0	0	0	0	0	0
K04247	0	0	0	0	0	0	0	0
K04248	0	0	0	0	0	0	0	0
K04249	0	0	0	0	0	0	0	0
K04250	0	0	0	0	0	0	0	0
K04257	0	0	0	0	0	0	0	0
K04258	0	0	0	0	0	0	0	0
K04259	0	0	0	0	0	0	0	0
K04260	0	0	0	0	0	0	0	0
K04261	0	0	0	0	0	0	0	0
K04262	0	0	0	0	0	0	0	0
K04263	0	0	0	0	0	0	0	0
K04264	0	0	0	0	0	0	0	0
K04265	0	0	0	0	0	0	0	0
K04266	0	0	0	0	0	0	0	0
K04267	0	0	0	0	0	0	0	0
K04268	0	0	0	0	0	0	0	0
K04269	0	0	0	0	0	0	0	0
K04270	0	0	0	0	0	0	0	0
K04271	0	0	0	0	0	0	0	0
K04272	0	0	0	0	0	0	0	0
K04273	0	0	0	0	0	0	0	0
K04274	0	0	0	0	0	0	0	0
K04275	0	0	0	0	0	0	0	0
K04276	0	0	0	0	0	0	0	0
K04277	0	0	0	0	0	0	0	0
K04278	0	0	0	0	0	0	0	0
K04279	0	0	0	0	0	0	0	0
K04280	0	0	0	0	0	0	0	0
K04282	0	0	0	0	0	0	0	0
K04283	0	0	0	0	0	0	0	0
K04284	0	0	0	0	0	0	0	0
K04285	0	0	0	0	0	0	0	0
K04286	0	0	0	0	0	0	0	0
K04287	0	0	0	0	0	0	0	0
K04288	0	0	0	0	0	0	0	0
K04289	0	0	0	0	0	0	0	0
K04290	0	0	0	0	0	0	0	0
K04291	0	0	0	0	0	0	0	0
K04292	0	0	0	0	0	0	0	0
K04293	0	0	0	0	0	0	0	0
K04294	0	0	0	0	0	0	0	0
K04295	0	0	0	0	0	0	0	0
K04296	0	0	0	0	0	0	0	0
K04297	0	0	0	0	0	0	0	0
K04299	0	0	0	0	0	0	0	0
K04303	0	0	0	0	0	0	0	0
K04304	0	0	0	0	0	0	0	0
K04306	0	0	0	0	0	0	0	0
K04307	0	0	0	0	0	0	0	0
K04308	0	0	0	0	0	0	0	0
K04309	0	0	0	0	0	0	0	0
K04314	0	0	0	0	0	0	0	0
K04320	0	0	0	0	0	0	0	0
K04322	0	0	0	0	0	0	0	0
K04323	0	0	0	0	0	0	0	0
K04332	0	0	0	0	0	0	0	0
K04339	0	0	0	0	0	0	0	0
K04340	0	4	1	1	3	2	1	0
K04341	0	0	0	0	0	0	0	0
K04342	0	2	6	3	4	4	1	0
K04344	0	0	0	0	0	0	0	0
K04345	0	0	0	0	0	0	0	0
K04346	0	0	0	0	0	0	0	0
K04347	0	0	0	0	0	0	0	0
K04348	0	0	0	0	0	0	0	0
K04349	0	0	0	0	0	0	0	0
K04350	0	0	0	0	0	0	0	0
K04351	0	0	0	0	0	0	0	0
K04352	0	0	0	0	0	0	0	0
K04353	0	0	0	0	0	0	0	0
K04354	0	0	5	0	5	0	0	0
K04355	0	0	0	0	0	0	0	0
K04356	0	0	0	0	0	0	0	0
K04357	0	0	0	0	0	0	0	0
K04358	0	0	0	0	0	0	0	0
K04359	0	0	0	0	0	0	0	0
K04360	0	0	0	0	0	0	0	0
K04361	0	0	0	0	0	0	0	0
K04362	0	0	0	0	0	0	0	0
K04363	0	0	0	0	0	0	0	0
K04364	0	0	0	0	0	0	0	0
K04365	0	0	0	0	0	0	0	0
K04366	0	0	0	0	0	0	0	0
K04367	0	0	0	0	0	0	0	0
K04368	0	0	0	0	0	0	0	0
K04369	0	0	0	0	0	0	0	0
K04370	0	0	0	0	0	0	0	0
K04371	0	0	0	0	0	0	0	0
K04372	0	0	0	0	0	0	0	0
K04373	36	330	186	192	222	276	102	24
K04374	0	0	0	0	0	0	0	0
K04375	0	0	0	0	0	0	0	0
K04376	0	0	0	0	0	0	0	0
K04377	0	0	0	0	0	0	0	0
K04378	0	0	0	0	0	0	0	0
K04379	0	0	0	0	0	0	0	0
K04380	0	0	0	0	0	0	0	0
K04381	0	0	0	0	0	0	0	0
K04382	0	0	0	0	0	0	0	0
K04383	0	0	0	0	0	0	0	0
K04385	0	0	0	0	0	0	0	0
K04386	0	0	0	0	0	0	0	0
K04387	0	0	0	0	0	0	0	0
K04388	0	0	0	0	0	0	0	0
K04389	0	0	0	0	0	0	0	0
K04390	0	0	0	0	0	0	0	0
K04391	0	0	0	0	0	0	0	0
K04392	0	0	0	0	0	0	0	0
K04393	0	0	0	0	0	0	0	0
K04395	0	0	0	0	0	0	0	0
K04396	0	0	0	0	0	0	0	0
K04397	0	0	0	0	0	0	0	0
K04398	0	0	0	0	0	0	0	0
K04399	0	0	0	0	0	0	0	0
K04400	0	0	0	0	0	0	0	0
K04402	0	0	0	0	0	0	0	0
K04403	0	0	0	6	0	0	0	0
K04404	0	0	0	0	0	0	0	0
K04405	0	0	0	0	0	0	0	0
K04406	0	0	0	0	0	0	0	0
K04407	0	0	0	0	0	0	0	0
K04408	0	0	0	0	0	0	0	0
K04409	0	0	0	0	0	0	0	0
K04410	0	0	0	0	0	0	0	0
K04411	0	0	0	0	0	0	0	0
K04412	0	0	0	0	0	0	0	0
K04414	0	0	0	0	0	0	0	0
K04415	0	0	0	0	0	0	0	0
K04416	0	0	0	0	0	0	0	0
K04417	0	0	0	0	0	0	0	0
K04418	0	0	0	0	0	0	0	0
K04419	0	0	0	0	0	0	0	0
K04420	0	0	0	0	0	0	0	0
K04421	0	0	0	0	0	0	0	0
K04422	0	0	0	0	0	0	0	0
K04423	0	0	0	0	0	0	0	0
K04424	0	0	0	0	0	0	0	0
K04425	0	0	0	0	0	0	0	0
K04426	0	0	0	0	0	0	0	0
K04427	0	11	11	0	22	22	0	0
K04428	0	0	0	0	0	0	0	0
K04429	0	0	0	0	0	0	0	0
K04430	0	0	0	0	0	0	0	0
K04431	0	0	0	0	0	0	0	0
K04432	0	0	0	0	0	0	0	0
K04433	0	0	0	0	0	0	0	0
K04434	0	0	0	0	0	0	0	0
K04435	0	0	0	0	0	0	0	0
K04436	0	0	0	0	0	0	0	0
K04437	0	0	0	0	0	0	0	0
K04438	0	0	0	0	0	0	0	0
K04439	0	0	0	0	0	0	0	0
K04440	0	0	0	0	0	0	0	0
K04441	0	0	0	0	0	0	0	0
K04442	0	0	0	0	0	0	0	0
K04443	0	0	0	0	0	0	0	0
K04444	0	0	0	0	0	0	0	0
K04445	0	0	0	0	0	0	0	0
K04446	0	0	0	0	0	0	0	0
K04447	0	0	0	0	0	0	0	0
K04448	0	0	0	0	0	0	0	0
K04449	0	0	0	0	0	0	0	0
K04450	0	0	0	0	0	0	0	0
K04451	0	0	0	0	0	0	0	0
K04452	0	0	0	0	0	0	0	0
K04453	0	0	0	0	0	0	0	0
K04454	0	0	0	0	0	0	0	0
K04455	0	0	0	0	0	0	0	0
K04456	0	0	0	0	0	0	0	0
K04457	0	0	0	0	0	0	0	0
K04458	0	1	1	1	0	1	0	0
K04459	0	0	0	0	0	0	0	1
K04460	0	0	0	0	0	0	0	0
K04461	0	0	0	0	0	0	0	0
K04462	0	0	0	0	0	0	0	0
K04463	0	0	0	0	0	0	0	0
K04464	0	0	0	0	0	0	0	0
K04465	0	0	0	0	0	0	0	0
K04466	0	0	0	0	0	0	0	0
K04467	0	0	0	0	0	0	0	0
K04468	0	0	0	0	0	0	0	0
K04469	0	0	0	0	0	0	0	0
K04478	0	2	2	2	4	1	0	0
K04480	0	0	0	0	0	0	0	0
K04482	0	0	0	0	0	0	0	0
K04486	1	8	6	6	9	4	0	1
K04487	38	324	214	228	322	272	136	38
K04490	0	0	0	0	0	0	0	0
K04491	0	0	0	0	0	0	0	0
K04492	0	0	0	0	0	0	0	0
K04493	0	0	0	0	0	0	0	0
K04494	0	0	0	0	0	0	0	0
K04495	0	0	0	0	0	0	0	0
K04496	0	4	8	16	16	20	4	0
K04497	0	0	0	0	0	0	0	0
K04498	0	12	12	12	24	12	0	12
K04499	0	0	0	0	0	0	0	0
K04500	0	0	0	0	0	0	0	0
K04501	0	0	0	0	0	0	0	0
K04502	0	0	0	0	0	0	0	0
K04503	0	0	0	0	0	0	0	0
K04504	0	0	0	0	0	0	0	0
K04505	0	0	0	0	0	0	0	0
K04506	0	3	0	0	0	0	0	0
K04507	0	0	0	0	0	0	0	0
K04508	0	0	0	0	0	0	0	0
K04509	0	0	0	0	0	0	0	0
K04510	0	0	0	0	0	0	0	0
K04511	0	0	0	0	0	0	0	0
K04512	0	4	0	0	1	0	0	0
K04513	0	18	0	0	0	0	0	0
K04514	0	0	0	0	0	0	0	0
K04515	0	0	0	0	0	0	0	0
K04516	2	8	4	7	6	5	1	1
K04517	16	92	68	66	100	74	42	10
K04518	4	44	32	27	53	33	18	2
K04519	0	0	0	0	0	0	0	0
K04522	0	0	0	0	0	0	0	0
K04523	0	0	0	0	0	0	0	0
K04524	0	0	0	0	0	0	0	0
K04526	0	0	0	0	0	0	0	0
K04527	0	0	0	0	0	0	0	0
K04528	0	0	0	0	0	0	0	0
K04533	0	0	0	0	0	0	0	0
K04534	0	0	0	0	0	0	0	0
K04535	0	0	0	0	0	0	0	0
K04536	0	0	0	0	0	0	0	0
K04537	0	0	0	0	0	0	0	0
K04538	0	0	0	0	0	0	0	0
K04539	0	0	0	0	0	0	0	0
K04540	0	0	0	0	0	0	0	0
K04541	0	0	0	0	0	0	0	0
K04542	0	0	0	0	0	0	0	0
K04543	0	0	0	0	0	0	0	0
K04544	0	0	0	0	0	0	0	0
K04545	0	0	0	0	0	0	0	0
K04546	0	0	0	0	0	0	0	0
K04547	0	0	0	0	0	0	0	0
K04548	0	0	0	0	0	0	0	0
K04549	0	0	0	0	0	0	0	0
K04550	0	0	0	0	0	0	0	0
K04551	0	0	0	0	0	1	0	0
K04552	0	0	0	0	0	0	0	0
K04553	0	0	0	0	0	0	0	0
K04554	0	0	0	0	0	0	0	0
K04555	0	0	0	0	0	0	0	0
K04556	0	0	0	0	0	0	0	0
K04557	0	0	0	0	0	0	0	0
K04558	0	0	0	0	0	0	0	0
K04559	0	0	0	0	0	0	0	0
K04560	0	0	0	0	0	0	0	0
K04561	1	12	10	4	5	5	3	2
K04562	1	11	7	2	6	3	3	1
K04563	0	0	0	0	0	2	0	0
K04564	14	154	104	74	168	122	70	12
K04565	12	112	80	44	140	104	40	8
K04566	1	6	4	10	8	6	3	0
K04567	4	58	26	34	48	32	15	4
K04568	2	15	8	8	7	7	4	0
K04569	0	1	1	0	1	0	0	0
K04570	0	0	0	0	0	0	0	0
K04571	0	0	0	0	0	0	0	0
K04572	0	0	0	0	0	0	0	0
K04573	0	1	0	0	0	0	0	0
K04574	0	2	0	0	0	1	0	0
K04575	0	0	0	0	0	0	0	0
K04576	0	0	0	0	0	0	0	0
K04577	0	0	0	0	0	0	0	0
K04578	0	0	0	0	0	0	0	0
K04579	0	0	0	0	0	0	0	0
K04580	0	0	0	0	0	0	0	0
K04581	0	0	0	0	0	0	0	0
K04582	0	0	0	0	0	0	0	0
K04583	0	0	0	0	0	0	0	0
K04584	0	0	0	0	0	0	0	0
K04585	0	0	0	0	0	0	0	0
K04586	0	0	0	0	0	0	0	0
K04587	0	0	0	0	0	0	0	0
K04588	0	0	0	0	0	0	0	0
K04589	0	0	0	0	0	0	0	0
K04590	0	0	0	0	0	0	0	0
K04596	0	0	0	0	0	0	0	0
K04604	0	0	0	0	0	0	0	0
K04605	0	0	0	0	0	0	0	0
K04607	0	0	0	0	0	0	0	0
K04608	0	0	0	0	0	0	0	0
K04615	0	0	0	0	0	0	0	0
K04616	0	0	0	0	0	0	0	0
K04617	0	0	0	0	0	0	0	0
K04618	0	0	2	1	1	0	1	0
K04623	0	0	0	0	0	0	0	0
K04624	0	0	0	0	0	0	0	0
K04625	0	0	0	0	0	0	0	0
K04626	0	0	0	0	0	0	0	0
K04627	0	0	0	0	0	0	0	0
K04628	0	0	0	0	0	0	0	0
K04630	0	0	0	0	0	0	0	0
K04631	0	0	0	0	0	0	0	0
K04632	0	0	0	0	17	0	0	0
K04633	0	0	0	0	0	0	0	0
K04634	0	0	0	0	0	0	0	0
K04635	0	0	0	0	0	0	0	0
K04636	0	0	0	0	0	0	0	0
K04637	0	0	0	0	0	0	0	0
K04638	0	0	0	0	0	0	0	0
K04639	0	0	0	0	0	0	0	0
K04644	0	0	0	0	0	0	0	0
K04645	0	0	0	0	0	0	0	0
K04646	0	0	0	0	0	0	0	10
K04647	0	0	0	0	0	0	0	0
K04648	0	12	0	6	8	8	2	0
K04649	0	0	0	0	0	0	0	0
K04657	0	0	0	0	0	0	0	0
K04658	0	0	0	0	0	0	0	0
K04659	0	25	0	0	0	0	5	0
K04660	0	0	0	0	0	0	0	0
K04661	0	0	0	0	0	0	0	0
K04662	0	0	0	0	0	0	0	0
K04663	0	0	0	0	0	0	0	0
K04664	0	0	0	0	0	0	0	0
K04665	0	0	0	0	0	0	0	0
K04666	0	0	0	0	0	0	0	0
K04667	0	0	0	0	0	0	0	0
K04668	0	0	0	0	0	0	0	0
K04670	0	0	0	0	0	0	0	0
K04671	0	0	0	0	0	0	0	0
K04672	0	0	0	0	0	0	0	0
K04673	0	0	0	0	0	0	0	0
K04674	0	0	0	0	0	0	0	0
K04675	0	0	0	0	0	0	0	0
K04676	0	0	0	0	0	0	0	0
K04677	0	0	0	0	0	0	0	0
K04678	0	0	0	0	0	0	0	0
K04679	0	0	0	0	0	0	0	0
K04680	0	0	0	0	0	0	0	0
K04681	0	0	0	0	0	0	0	0
K04682	0	0	0	0	0	0	0	0
K04683	2	0	0	0	0	0	2	0
K04684	0	0	0	0	0	0	0	0
K04685	0	0	0	0	0	0	0	0
K04686	0	0	0	0	0	0	0	0
K04687	0	0	0	0	0	0	0	0
K04688	0	0	0	0	0	0	0	0
K04689	0	0	0	0	0	0	0	0
K04690	0	0	0	0	0	0	0	0
K04692	0	0	0	0	0	0	0	0
K04693	0	0	0	0	0	0	0	0
K04694	0	0	0	0	0	0	0	0
K04695	0	0	0	0	0	0	0	0
K04696	0	0	0	0	0	0	0	0
