"fgene","P1","P2","P3","P4","I1","I2","I3","I4"
"ASZ12495.1|CBM6|GH16",0,0,1,0,3,1,1,1
"ASZ12550.1|GT32",0,0,0,0,0,0,1,0
"ASZ12698.1|CBM32",10,1,0,0,0,0,8,3
"ASZ12701.1|CBM32|GH5_2",0,1,0,0,1,0,0,0
"ASZ13337.1|GH20",0,0,0,0,0,1,0,0
"ASZ13540.1|CE14",0,0,0,0,0,1,0,0
"ASZ13659.1|CBM6",4,15,15,7,15,15,18,17
"ASZ13768.1|GT4",1,0,0,0,0,0,0,0
"ASZ13815.1|GH141",1,6,9,4,6,11,7,9
"ASZ14075.1|CE9",0,0,0,1,0,0,0,0
"ASZ14285.1|CBM50",0,0,0,0,0,1,1,0
"ASZ14583.1|CBM6",1,1,1,3,2,0,1,1
"ASZ15016.1|CBM32|GH43_28",0,0,0,0,0,1,0,0
"ASZ16635.1|GT51",0,1,1,0,1,0,1,1
"ASZ33493.1|CBM50",0,0,0,0,1,0,0,1
"ASZ46454.1|GT2",0,1,0,0,0,0,0,0
"ASZ59023.1|GH0",0,1,0,0,0,0,2,2
"ASZ60105.1|CE7",0,0,0,0,0,0,0,1
"ATA21992.1|CBM50",0,0,0,1,1,0,1,1
"ATA26209.1|GH28",0,0,0,0,0,0,1,0
"ATA52289.1|GT2",0,0,0,1,0,0,0,0
"ATA52442.1|GT2",0,0,0,0,1,0,0,1
"ATA54323.1|GT2",11,38,25,25,35,31,32,27
"ATA54838.1|CE4",0,0,0,1,0,0,0,0
"ATA54850.1|CE4",3,1,0,0,1,0,1,1
"ATA56489.1|CBM50",0,0,1,0,0,0,1,0
"ATA57125.1|GT28",0,1,0,0,0,0,0,2
"ATA68672.1|CBM50",0,1,0,0,0,0,0,0
"ATA69166.1|GH109",0,1,0,0,0,0,0,0
"ATA75597.1|GH109",0,1,0,0,0,0,0,0
"ATA77342.1|GH109",0,0,0,0,1,1,0,0
"ATA81717.1|GH109",0,1,1,0,0,0,1,1
"ATA82125.1|GT2",0,0,0,0,0,1,0,0
"ATA85934.1|CBM50",0,1,0,0,0,0,0,0
"ATA90449.1|GH109",0,0,0,0,1,0,0,0
"ATA94635.1|GH24",0,0,0,0,0,0,1,0
"ATB26714.1|GT4",0,3,3,2,3,3,2,5
"ATB26742.1|CBM50",0,0,1,1,0,0,0,0
"ATB26854.1|GT4",0,1,1,0,1,0,1,0
"ATB27018.1|CBM66|GH43_34",0,1,0,0,0,0,1,0
"ATB27179.1|GH31",2,5,8,4,5,7,7,10
"ATB27192.1|CBM9",0,1,1,0,2,1,0,1
"ATB27331.1|GH0",0,2,2,1,1,0,3,1
"ATB27333.1|CBM61|CBM6|GH30_3",0,0,1,0,0,0,0,0
"ATB27617.1|CBM13",0,1,1,0,0,0,0,0
"ATB27624.1|CBM32|GH87",0,1,0,0,0,1,1,0
"ATB27636.1|GH0",0,0,0,1,0,0,0,0
"ATB27806.1|GT83",0,1,0,0,0,0,0,0
"ATB27820.1|GT28",1,2,1,0,0,1,1,0
"ATB27941.1|GT2",0,0,0,0,1,0,0,0
"ATB28354.1|CE0",1,1,0,0,0,0,0,1
"ATB28563.1|CE1",1,3,2,2,5,1,1,2
"ATB28710.1|PL0",0,0,0,0,1,0,1,0
"ATB28897.1|GT4",0,0,0,0,1,0,0,0
"ATB28913.1|CBM50",2,6,2,2,4,1,2,1
"ATB28923.1|GH3",0,0,0,0,0,1,1,0
"ATB28977.1|CBM48|GH13_13",1,1,2,0,1,0,1,0
"ATB28978.1|GH13_36",0,0,0,0,1,0,0,0
"ATB29023.1|CBM13",0,1,0,0,1,0,0,1
"ATB29506.1|GH23",0,0,0,0,0,1,0,0
"ATB29708.1|GH2",0,0,0,0,1,0,0,0
"ATB29734.1|CBM50",1,0,0,0,0,0,0,0
"ATB30037.1|GT2",1,6,4,1,4,5,3,3
"ATB30040.1|GT2",0,1,0,0,0,1,0,0
"ATB30332.1|GH23",3,4,0,3,6,4,5,4
"ATB30771.1|CBM12|GH18",0,2,1,1,0,2,1,2
"ATB30929.1|CBM32",2,10,6,5,7,12,9,7
"ATB30997.1|GT2",2,2,2,1,1,2,4,2
"ATB31034.1|GT1",0,0,0,0,1,0,0,0
"ATB31157.1|GH23",1,3,2,0,2,2,4,2
"ATB31356.1|CBM48|GH13_11",0,1,0,0,0,0,0,0
"ATB31676.1|GH23",0,0,0,1,0,0,1,0
"ATB31712.1|CBM5|GH18",0,1,0,0,0,0,1,0
"ATB31974.1|GT4",0,0,0,0,0,0,0,1
"ATB32167.1|CBM56",0,9,7,1,3,6,11,4
"ATB32537.1|GT19",1,0,0,0,1,0,1,0
"ATB32541.1|GT30",0,1,0,0,0,0,0,0
"ATB32885.1|CBM13",0,1,0,0,0,0,0,0
"ATB33000.1|GH23",0,0,1,0,0,0,0,0
"ATB33125.1|GH23",1,0,1,1,0,0,0,1
"ATB33239.1|GT2",0,0,1,0,0,0,0,0
"ATB33256.1|GT2",0,1,0,0,0,0,1,0
"ATB33519.1|CBM48|GH13_9",0,0,1,0,0,0,0,0
"ATB33730.1|CBM25|GH13_42",0,0,0,1,0,0,0,0
"ATB33786.1|CBM13|GH18",1,0,0,0,0,0,0,1
"ATB33836.1|CBM50",0,1,0,0,0,0,0,0
"ATB34050.1|CBM2",0,0,1,0,0,2,0,0
"ATB34203.1|GT2",0,1,0,0,0,0,0,0
"ATB34398.1|CBM50",0,0,1,0,0,0,0,0
"ATB34477.1|GT4",0,0,0,0,0,0,1,0
"ATB34720.1|GT2",4,8,5,3,6,9,7,3
"ATB34723.1|GT2",0,0,0,0,0,0,1,0
"ATB34737.1|GT4",0,1,1,0,1,0,1,1
"ATB34845.1|GT1",0,0,0,0,0,0,1,0
"ATB35208.1|GH88",0,0,0,0,0,0,1,0
"ATB35214.1|GH23",1,3,2,3,3,4,5,5
"ATB35849.1|CBM32",0,5,1,2,0,2,2,2
"ATB35971.1|GT2",0,2,0,0,1,1,0,0
"ATB35991.1|GT28",0,1,1,0,1,0,1,0
"ATB36208.1|CBM56",0,1,0,0,0,0,2,0
"ATB36275.1|CBM35|GH65",1,0,0,0,0,0,0,0
"ATB36339.1|GT20",0,0,0,0,1,0,0,0
"ATB36420.1|GH44",0,1,1,0,1,0,0,1
"ATB36482.1|GT5",0,1,1,0,2,0,1,1
"ATB36591.1|GH3",0,0,0,0,0,0,1,0
"ATB36917.1|GH23",0,0,0,0,1,0,0,0
"ATB37019.1|GT22",1,0,1,0,0,0,1,0
"ATB37224.1|GT51",0,0,0,0,0,0,1,0
"ATB37332.1|CBM32",0,0,0,0,0,0,1,0
"ATB37578.1|CBM2",0,3,0,0,2,0,1,1
"ATB37675.1|GH13",0,0,1,0,0,0,0,0
"ATB38354.1|CBM50",0,1,0,0,0,0,0,0
"ATB38666.1|GT2",0,0,0,0,0,0,1,0
"ATB38791.1|GH23",0,0,0,1,2,1,2,1
"ATB38876.1|GT2",0,0,0,0,0,0,2,0
"ATB38959.1|CBM50",0,0,0,0,0,1,1,0
"ATB39282.1|GH5_4",2,3,3,3,3,1,3,4
"ATB39412.1|CBM13",0,0,0,0,0,1,0,0
"ATB39672.1|CBM50|GH23",0,0,0,1,0,1,1,0
"ATB39687.1|CBM50",0,0,0,0,0,0,1,0
"ATB39812.1|GH5_1",0,0,0,0,0,0,1,0
"ATB39821.1|PL1",0,1,0,0,0,0,0,0
"ATB39824.1|CBM13",0,0,0,0,0,1,0,0
"ATB40153.1|GT1",0,0,0,0,0,0,1,0
"ATB40189.1|GT4",0,0,0,0,0,0,1,0
"ATB40306.1|CBM32|CBM35|GH87",0,0,1,0,0,0,0,1
"ATB40392.1|CBM8|CE4",0,1,1,0,1,1,1,0
"ATB40418.1|CBM20|CBM25|GH119",0,0,0,0,1,1,1,0
"ATB40465.1|CBM8",0,1,1,0,0,0,0,0
"ATB40574.1|GH23",0,0,0,0,0,0,1,0
"ATB40750.1|GH31",1,2,1,4,5,6,5,5
"ATB40969.1|GT4",0,0,1,1,0,1,1,1
"ATB40998.1|GT4",2,1,0,0,1,0,2,0
"ATB41030.1|GH23",0,2,2,1,0,0,1,3
"ATB41646.1|GT4",0,1,1,0,0,0,2,0
"ATB41648.1|GT2",0,1,1,0,0,0,2,0
"ATB41690.1|GT0",0,0,1,1,1,0,0,0
"ATB41696.1|CBM32",0,2,0,0,0,0,0,1
"ATB41768.1|GH0",0,3,0,0,1,0,2,0
"ATB41925.1|GH16",0,1,0,0,0,0,0,0
"ATB42065.1|CBM3|GH9",4,4,9,10,7,14,7,11
"ATB42076.1|PL0",0,0,0,0,1,0,0,0
"ATB42129.1|CBM56|GH55",0,1,0,0,0,0,0,0
"ATB42155.1|CBM13|PL1",0,0,0,1,0,0,0,0
"ATB42505.1|GT2",0,2,1,0,0,0,0,0
"ATB42620.1|GT35",0,0,0,0,0,0,0,1
"ATB42673.1|CBM13",0,2,1,0,0,1,0,1
"ATB42714.1|PL0",0,0,0,0,2,1,0,1
"ATB42840.1|CBM13",0,0,0,0,1,0,0,0
"ATB42931.1|CE1",1,1,2,1,2,0,1,2
"ATB43092.1|CBM32|GH92",0,0,0,0,0,0,0,1
"ATB43157.1|CBM50|GH46",0,0,0,0,1,0,0,0
"ATB43335.1|PL0",0,0,1,0,2,0,4,1
"ATB43462.1|CBM13",0,3,2,1,2,1,1,0
"ATB43638.1|GT22",0,0,1,0,0,0,0,0
"ATB43710.1|GH5_5",0,0,0,1,0,0,0,0
"ATB43717.1|GH3",0,0,1,0,0,0,0,0
"ATB43775.1|GH13_36",0,2,1,0,0,0,2,0
"ATB43783.1|GH13",0,0,0,0,0,1,0,0
"ATB43865.1|GH5",0,0,0,0,0,1,0,0
"ATB43905.1|CBM57",0,2,0,0,0,0,0,0
"ATB43906.1|GT2",0,0,0,0,1,1,0,2
"ATB43914.1|GH37",0,0,0,0,0,0,0,1
"ATB43955.1|PL0",0,1,0,0,0,1,1,0
"ATB44319.1|CBM32",2,7,3,5,3,4,4,5
"ATB44450.1|CE1",0,1,0,0,0,0,0,0
"ATB44557.1|GH23",0,0,1,0,0,0,0,0
"ATB44794.1|GH23",1,0,0,0,0,2,1,0
"ATB45462.1|GT2",0,0,1,1,0,2,2,2
"ATB45465.1|GT4",0,0,0,0,0,0,1,0
"ATB45671.1|CBM8|GH18",1,1,1,2,1,1,0,1
"ATB45709.1|CBM12|GH18",0,0,0,1,0,0,0,0
"ATB46171.1|GT4",0,0,0,0,0,1,1,0
"ATB46196.1|CE4",0,0,0,0,0,0,1,0
"ATB46396.1|GT22",0,1,1,0,1,0,1,0
"ATB46564.1|GT4",0,0,0,0,1,1,0,0
"ATB46669.1|CBM50",1,1,0,0,0,0,0,0
"ATB46693.1|CBM50|GH23",0,0,0,0,1,0,0,0
"ATB47342.1|CBM50",0,0,0,0,0,1,0,0
"ATB47734.1|GH23",1,1,0,1,0,0,0,0
"ATB47997.1|CBM48|GH13_9",0,1,0,0,0,0,0,0
"ATB47999.1|GH13_16",0,1,1,2,1,1,1,1
"ATB48025.1|CBM56",0,4,2,3,3,4,2,5
"ATB48318.1|GH23",0,2,3,1,1,2,5,0
"ATB48736.1|CBM50",0,0,0,0,0,0,1,0
"ATB48875.1|GT2|GT4",0,1,0,0,0,0,0,0
"ATB48876.1|GT2",0,1,0,0,0,0,0,0
"ATB49549.1|GT2",0,0,0,0,0,0,1,0
"ATB49583.1|GT0",0,0,1,1,0,0,0,0
"ATB50282.1|CE14",0,0,0,1,0,0,0,0
"ATB50381.1|GH1",0,1,1,0,2,1,1,1
"ATB50905.1|PL0",0,1,1,1,0,0,0,1
"ATB51374.1|GH23",0,0,0,0,0,2,1,1
"ATB57295.1|GH89",6,17,17,14,17,12,17,19
"ATB58824.1|GH144",2,16,8,10,9,8,9,10
"ATB63503.1|GT2",0,0,0,0,0,0,1,0
"ATB64942.1|CBM50",0,0,0,1,1,0,0,0
"ATB68043.1|GH103",0,0,0,0,0,0,1,0
"ATB70346.1|GT2",0,0,1,0,0,0,0,0
"ATC23136.1|GT41",0,1,1,0,1,0,1,0
"ATC23222.1|GT83",0,1,0,1,0,0,0,0
"ATC24958.1|CBM50",0,0,0,0,0,0,0,1
"ATC27277.1|GH20",0,1,0,0,0,0,0,0
"ATC27317.1|GT83",0,0,1,0,0,0,0,0
"ATC29533.1|CBM50",3,5,3,3,7,6,6,6
"ATC29638.1|GH10",0,1,0,0,0,0,0,0
"ATC32123.1|GH0",0,1,0,2,1,0,1,3
"ATC33415.1|GT83",1,0,0,0,0,0,0,0
"ATC33646.1|GT41",1,0,0,0,0,0,0,0
"ATC40019.1|GH141",0,0,0,0,0,1,0,0
"ATC43698.1|GH141",0,1,0,0,0,0,0,0
"ATC61725.1|CBM48|GH13_9",0,0,0,0,0,1,0,1
"ATC62891.1|GT2",1,0,0,0,0,1,0,0
"ATC62895.1|GT2",0,1,0,0,1,1,0,1
"ATC62957.1|CBM48|GH13_11",0,2,3,2,2,0,2,1
"ATC63084.1|CE4",0,1,0,0,0,0,1,0
"ATC63142.1|GT4",0,3,0,1,1,1,0,0
"ATC63143.1|GH130",0,1,0,1,0,1,0,0
"ATC63325.1|PL10_3",0,0,1,0,0,0,1,0
"ATC63335.1|GH43",0,1,0,0,0,0,0,0
"ATC63354.1|GH138",0,1,0,0,0,0,1,0
"ATC63361.1|GH95",0,1,0,0,0,0,0,0
"ATC63453.1|PL1_2",0,1,0,0,0,1,1,0
"ATC63455.1|PL11_1",1,1,1,2,3,2,2,5
"ATC63552.1|GH2",0,0,0,2,2,1,1,1
"ATC63557.1|GH2",1,1,0,0,0,0,0,0
"ATC63623.1|CBM50",0,4,2,0,3,3,3,2
"ATC63641.1|GH28",0,1,1,0,0,0,0,0
"ATC63642.1|CE12",0,1,0,0,0,0,0,0
"ATC63696.1|GT4",1,0,0,0,1,0,0,0
"ATC63699.1|GT4",0,0,0,1,0,0,0,0
"ATC63703.1|PL1",9,27,24,24,26,22,35,31
"ATC63708.1|PL1",6,10,5,7,6,5,6,5
"ATC63710.1|CE8|PL1",0,1,0,0,2,1,1,1
"ATC63712.1|GH95",2,12,9,10,9,10,10,9
"ATC63731.1|CE8|PL1",2,18,9,1,16,13,0,10
"ATC63799.1|GH144",8,11,9,11,14,15,17,15
"ATC63932.1|CE8|PL1",0,0,2,1,0,1,2,1
"ATC63933.1|PL1",0,1,0,0,0,0,1,0
"ATC63938.1|CE8",0,1,0,0,1,0,0,0
"ATC64001.1|GT4",0,0,0,0,0,0,1,0
"ATC64002.1|CE14",0,2,0,0,1,0,1,0
"ATC64099.1|GT41",0,0,0,0,0,0,1,0
"ATC64122.1|PL1",0,2,1,0,0,0,0,0
"ATC64129.1|PL1",1,9,1,0,3,8,0,5
"ATC64230.1|GH28",0,0,0,1,0,0,0,0
"ATC64237.1|GT41",0,2,0,0,1,0,1,0
"ATC64287.1|GH74",0,1,0,0,0,0,0,0
"ATC64310.1|GH28",0,3,1,1,1,0,2,0
"ATC64342.1|GT28",0,1,0,1,1,1,1,1
"ATC64471.1|GH3",0,0,0,0,1,0,0,0
"ATC64553.1|PL9_1",4,13,3,1,15,9,2,8
"ATC64680.1|CE11",0,0,1,0,1,0,1,1
"ATC64692.1|CBM50",0,1,0,0,0,0,0,0
"ATC64719.1|GT2",0,0,0,0,0,0,0,1
"ATC64894.1|CBM35|PL1_2",1,1,0,0,0,3,0,0
"ATC65002.1|PL1_2",0,1,0,0,2,1,0,1
"ATC65087.1|GH53",0,0,0,0,1,0,0,0
"ATC65288.1|GT9",0,1,0,1,1,1,2,1
"ATC65429.1|GH2",0,0,0,0,1,0,0,0
"ATC65549.1|CE3",2,4,1,1,0,1,5,5
"ATC65802.1|PL1",0,0,0,0,0,1,0,0
"ATC65877.1|GT4",0,1,2,0,1,0,1,2
"ATC65941.1|GT4",0,2,1,0,0,0,1,0
"ATC65944.1|GT2",0,0,1,0,0,0,2,0
"ATC65945.1|GT2",0,1,0,0,1,1,0,1
"ATC66040.1|GT4",0,1,0,0,0,0,1,0
"ATC66080.1|GH43_10",0,0,0,1,0,0,1,1
"ATC66131.1|GH97",1,0,0,0,0,0,0,0
"ATC66217.1|GH39",0,1,0,0,1,0,0,0
"ATC69063.1|GH0",0,0,1,0,1,1,0,1
"ATC72910.1|GH0",0,0,1,0,0,0,0,0
"ATC88477.1|CE4",0,0,0,0,1,0,1,0
"ATC92938.1|CBM6",0,3,3,3,2,0,3,3
"ATC94038.1|CBM5|GH18",0,0,1,0,0,0,1,1
"ATC94254.1|CBM5",1,1,2,0,0,0,1,1
"ATC96609.1|CBM5",0,1,0,0,0,0,0,0
"ATC97653.1|GT2",0,0,0,0,0,1,0,0
"ATC97892.1|CBM50",0,0,1,0,1,0,0,0
"ATC99468.1|GH109",0,1,0,0,0,0,0,0
"ATD00364.1|GT2",1,1,1,1,1,2,0,2
"ATD01392.1|CBM5",0,1,0,0,0,0,0,0
"ATD06944.1|CBM6|GH16",1,0,1,0,1,0,0,0
"ATD07757.1|GH109",0,0,0,0,1,1,0,2
"ATD09050.1|CBM50",0,0,1,0,0,1,2,0
"ATD09827.1|CBM5|GH18",0,0,0,2,1,0,1,0
"ATD10157.1|CBM5",0,0,0,0,2,1,1,1
"ATD28782.1|GH19",0,0,0,0,1,0,1,0
"ATD30632.1|GH23",0,1,0,0,0,0,0,0
"ATD38167.1|CBM50",0,0,0,0,0,1,0,0
"ATD54242.1|GH73",0,0,0,0,0,0,0,1
"ATD56640.1|GH0",0,0,0,0,0,0,1,0
"ATD61013.1|GT41",0,0,0,2,1,1,2,1
"ATD61023.1|GT41",0,1,0,1,1,4,4,2
"ATD61201.1|GH31",1,0,0,0,0,0,0,1
"ATD61451.1|GT4",1,0,0,0,0,0,0,0
"ATD61452.1|GT4",1,18,9,5,9,13,12,10
"ATD61630.1|CE4",0,1,0,0,0,0,0,0
"ATD63843.1|GH109",1,1,0,0,0,0,1,0
"ATD63989.1|CBM12|CBM5|GH18",1,1,1,1,0,0,1,1
"ATD64003.1|GT2",1,0,0,0,0,0,0,0
"ATD64350.1|GT102|GT103|GT2",0,0,0,0,0,1,0,0
"ATD66080.1|GH0|GT4",0,0,0,0,1,0,0,0
"ATD66156.1|GT4",0,1,0,0,0,0,0,0
"ATD66399.1|GH19",0,0,0,0,1,0,0,0
"ATD68492.1|CE12",0,0,0,0,1,0,1,0
"ATD68608.1|GT4",0,0,0,0,1,0,0,0
"ATD68678.1|CE4",1,0,0,0,1,0,0,0
"ATD68824.1|CBM32",1,0,0,0,1,0,0,0
"ATD69092.1|GT53",0,0,0,0,0,0,1,0
"ATD69407.1|CE1",0,1,0,0,1,0,0,0
"ATD70160.1|CE1",0,1,1,1,0,1,0,1
"ATD71376.1|CBM48|GH13_11",1,1,1,0,0,0,1,0
"ATD71426.1|GT87",1,8,4,11,14,7,12,9
"ATD72602.1|CE1",0,1,0,0,0,0,0,0
"ATD80944.1|GT2",43,118,74,52,86,61,111,82
"ATD81516.1|GT4",51,114,69,73,106,90,109,112
"ATE51915.1|GT2",0,4,1,0,4,3,3,3
"ATE52369.1|GH23",0,0,1,0,0,0,0,1
"ATE52442.1|GH23",0,0,0,0,1,0,1,0
"ATE52632.1|GT0|GT4",1,1,0,0,0,0,0,0
"ATE52801.1|GH20",0,0,0,0,1,0,0,0
"ATE53401.1|CBM2|GH74",0,1,0,0,0,0,0,0
"ATE53435.1|GH3",0,0,0,0,0,0,0,1
"ATE53437.1|CE7",0,1,0,1,0,1,1,1
"ATE53456.1|CBM13",0,0,0,1,1,0,0,0
"ATE53767.1|CBM2|GH48",0,0,0,0,0,0,1,0
"ATE53918.1|GH23",0,0,0,0,1,0,0,1
"ATE54090.1|CBM13",0,7,2,0,5,2,2,0
"ATE54130.1|GT87",11,36,25,27,33,23,42,26
"ATE54566.1|CBM13|CE3",0,0,0,0,0,0,1,0
"ATE54615.1|CBM13",0,0,0,1,0,0,0,0
"ATE54671.1|CBM2",0,1,1,0,0,0,0,1
"ATE55111.1|CBM13|GH27",0,0,0,0,0,0,1,0
"ATE55413.1|CBM13",0,0,0,1,0,0,0,0
"ATE55437.1|CBM2",0,1,0,0,0,1,0,1
"ATE56200.1|GH13_26",0,0,0,1,0,0,0,0
"ATE56201.1|CBM48|GH13_11",0,0,0,0,1,0,0,0
"ATE56626.1|GH128",7,10,14,10,8,14,12,13
"ATE57199.1|GT2",0,1,0,0,0,0,0,0
"ATE57740.1|CE9",0,0,0,0,0,0,1,0
"ATE60526.1|GT4",0,2,2,0,0,1,1,0
"ATE60911.1|PL0",1,6,1,1,1,2,3,1
"ATE60925.1|GT2",0,1,2,1,1,3,1,2
"ATE60926.1|GT2",2,3,1,1,5,2,4,3
"ATE60933.1|GT4",0,0,1,0,0,0,0,0
"ATE61996.1|GT104",0,1,0,0,0,0,0,0
"ATE64627.1|GT51",1,0,0,0,0,0,0,0
"ATE64756.1|GT4",1,0,0,0,0,0,0,0
"ATE65655.1|GT41",1,0,0,2,2,1,0,1
"ATE67300.1|GH130",0,0,0,1,0,0,0,0
"ATE67328.1|GT41",0,0,2,0,0,0,0,0
"ATE72010.1|GH19",1,0,0,0,0,0,0,0
"ATE72186.1|CBM13",0,3,0,0,3,0,0,0
"ATE72210.1|GH65",0,0,0,0,0,0,1,0
"ATE72217.1|GH1",0,1,0,0,0,0,0,0
"ATE72221.1|CBM32",0,1,1,0,0,1,1,0
"ATE72762.1|GT4",0,2,1,0,0,1,2,1
"ATE73115.1|CBM32",0,0,0,0,1,0,0,0
"ATE73386.1|GT4",0,0,0,0,0,0,1,0
"ATE73848.1|GT83",1,0,0,0,0,0,0,0
"ATE86697.1|GH36",20,51,37,34,41,40,43,41
"ATF12433.1|CBM50",0,0,0,0,1,0,0,0
"ATF14107.1|CBM50",1,5,4,2,1,1,6,4
"ATF15019.1|CE9",0,1,0,0,0,0,0,0
"ATF15432.1|CE4",0,0,0,1,0,0,0,0
"ATF15725.1|CBM32",0,1,0,1,0,2,2,1
"ATF15954.1|GT4",1,0,0,1,0,0,0,0
"ATF15959.1|GT4",3,0,1,0,2,1,1,1
"ATF24481.1|GT2",0,0,0,0,0,1,0,0
"ATF25593.1|CBM50",0,0,0,0,1,0,0,0
"ATF25658.1|CBM50",0,1,1,0,1,0,0,0
"ATF25933.1|GH39",1,2,2,1,1,0,1,1
"ATF34357.1|GH0",0,1,0,0,1,0,0,0
"ATF40518.1|GH0",0,0,0,1,0,0,0,0
"ATF40688.1|CBM50",9,28,11,12,17,9,22,11
"ATF41409.1|CBM50",12,16,11,8,11,5,8,8
"ATF48548.1|GH23",0,1,1,1,1,1,1,1
"ATF56062.1|GH29",0,1,0,1,2,1,5,5
"ATF57759.1|CBM50",0,0,1,0,0,0,1,0
"ATF62748.1|GH23",2,4,7,6,4,6,6,5
"ATF64398.1|CBM50",0,1,0,0,0,1,1,1
"ATF72326.1|GH73",1,0,0,0,0,0,0,0
"ATF81578.1|GH0",0,0,0,0,0,0,0,1
"ATF82723.1|CBM73|GH18",0,1,0,1,0,1,0,1
"ATF86785.1|GT0",0,1,0,0,0,0,0,0
"ATF86877.1|GH73",0,1,0,0,0,1,0,1
"ATF87117.1|GT2|GT4",10,23,17,15,21,17,21,24
"ATF87311.1|GT41",0,3,2,3,4,5,3,5
"ATF90034.1|CBM48|GH13_9",0,0,0,1,0,0,0,0
"ATF90086.1|CBM50|GH73",1,0,0,0,1,1,0,1
"ATF92122.1|GT41",0,1,0,0,0,0,0,0
"ATF96304.1|GT0",1,0,0,0,0,0,0,0
"ATF98059.1|GT2",1,0,0,0,0,0,0,0
"ATG00756.1|GH18",1,0,0,0,0,0,0,0
"ATG01099.1|GH32",1,0,0,0,0,0,0,0
"ATG01427.1|GH37",1,0,0,0,0,0,0,0
"ATG02811.1|GT51",1,0,0,0,0,0,0,0
"ATG02833.1|GH77",1,0,0,0,0,0,0,0
"ATG02929.1|GT2",1,0,0,0,0,0,0,0
"ATG03184.1|GH0",1,0,0,0,0,0,0,0
"ATG03323.1|GH13_19",1,0,0,0,0,0,0,0
"ATG18811.1|GT2",0,1,0,0,0,0,0,0
"ATG19704.1|CBM50",0,2,3,1,1,1,2,3
"ATG20089.1|GT2",0,1,1,0,0,1,1,0
"ATG37032.1|GT41",0,0,0,0,1,0,0,0
"ATG46503.1|GH0",0,0,0,0,0,0,0,1
"ATG46837.1|GH23",0,0,0,0,0,0,1,0
"ATG49450.1|GT83",0,0,0,0,1,1,0,0
"ATG51305.1|GT2",0,0,0,0,0,0,1,0
"ATG54403.1|GT0",1,3,0,1,1,0,1,0
"ATG54553.1|CE9",0,0,0,0,0,0,2,0
"ATG56132.1|GH13",0,0,0,1,0,0,0,0
"ATG56258.1|CE14",0,0,0,1,0,0,0,1
"ATG56263.1|GH4",0,1,0,0,0,0,0,0
"ATG56385.1|GT51",0,1,1,0,1,2,1,1
"ATG56644.1|GH39",0,0,0,0,0,1,0,0
"ATG58428.1|GT2",1,1,0,0,1,2,0,2
"ATG65325.1|GT82",1,2,1,0,1,0,1,0
"ATG72557.1|CE4|GT4",0,1,0,0,0,0,0,0
"ATG72747.1|CE4",0,0,1,0,0,0,0,0
"ATG77874.1|GT2",0,0,0,0,0,1,1,0
"ATG89076.1|CBM48|GH13_11",0,1,0,0,0,0,1,0
"ATG89190.1|GH23",2,6,7,1,5,6,6,8
"ATG89605.1|GH23",0,0,0,0,1,0,1,0
"ATG90443.1|GT4",0,0,0,0,0,1,0,0
"ATG90444.1|GT4",0,1,1,0,0,0,0,0
"ATG90944.1|CBM50",0,0,0,0,1,0,1,0
"ATG91232.1|GT4",0,0,0,0,0,1,0,0
"ATG91753.1|GT41",0,0,1,0,1,0,0,0
"ATG91754.1|GT41",1,5,2,2,5,5,5,3
"ATG91938.1|GH23",0,0,0,0,1,0,0,0
"ATG93377.1|CBM48|GH13_9",0,1,1,0,0,1,0,0
"ATG96733.1|GT2|GT4",0,0,0,0,1,0,0,0
"ATH06695.1|GT2",0,0,0,0,0,0,1,0
"ATH07150.1|GH25",0,1,0,0,0,0,0,0
"ATH11744.1|CBM50",0,0,0,0,2,1,1,0
"ATH59200.1|GH0",0,0,0,0,0,2,0,1
"ATH60191.1|GH23",0,1,0,0,0,0,0,0
"ATH62605.1|CBM50",0,1,0,1,1,0,2,2
"ATH63726.1|CE9",0,0,1,0,1,0,1,2
"ATH64292.1|GH0",0,1,0,0,1,0,1,1
"ATH71975.1|CBM50",0,0,0,1,0,0,0,0
"ATH73416.1|CBM50",0,0,0,0,0,0,0,1
"ATH74666.1|CBM50",0,0,0,0,1,1,0,0
"ATH75800.1|CBM50",0,0,1,0,0,0,0,0
"ATH76369.1|CBM50",0,1,0,1,0,0,0,0
"ATH79232.1|CBM50",0,0,0,0,0,0,1,0
"ATH79550.1|CE4",0,1,0,0,0,0,0,2
"ATH81649.1|GT2",0,1,1,1,0,0,1,0
"ATH85002.1|CBM50",0,0,0,0,0,0,0,1
"ATH85273.1|GH39",0,2,0,0,1,1,0,1
"ATH96274.1|GT2",1,3,0,1,2,2,1,0
"ATI03704.1|GH23",0,0,1,0,0,0,0,0
"ATI04150.1|CBM50",0,1,0,0,1,0,1,2
"ATI16490.1|GH23",0,0,0,0,0,0,1,0
"ATI27350.1|CBM50",0,0,0,0,0,0,0,1
"ATI27699.1|GH15",0,1,1,0,0,0,0,0
"ATI32412.1|CE9",0,0,0,0,1,1,0,0
"ATI34824.1|GT0",0,1,0,0,0,0,0,0
"ATI41442.1|GH23",2,2,4,3,0,1,4,2
"ATI41750.1|CE4",0,1,0,0,0,0,1,1
"ATI42405.1|CBM50",0,1,0,0,0,0,0,0
"ATI52328.1|GT2",0,0,0,0,1,1,1,1
"ATI53427.1|CBM32",0,1,0,1,1,0,0,0
