"fgene","P1","P2","P3","P4","I1","I2","I3","I4"
"ASO22227.1|GT4",0,1,0,1,1,1,1,0
"ASO23071.1|CE9",0,2,2,2,2,1,1,2
"ASO79323.1|GT5",2,3,2,2,5,3,1,4
"ASO85436.1|GT2",1,1,0,0,0,0,0,0
"ASO87658.1|GH24",0,1,0,0,0,0,0,0
"ASP04055.1|GH0",0,2,2,3,4,2,4,2
"ASP14042.1|GH0",0,1,0,1,0,0,0,0
"ASP19511.1|GT2",0,0,1,0,0,0,0,0
"ASP20242.1|CE4",0,0,0,0,1,0,0,0
"ASP20590.1|GT32",0,2,0,1,2,1,1,1
"ASP22419.1|CBM50",0,0,0,0,1,1,0,0
"ASP23214.1|GT4",0,0,1,0,2,1,2,1
"ASP23227.1|CE14",0,0,0,1,0,0,0,0
"ASP23574.1|GT4",0,0,0,0,0,0,1,0
"ASP27106.1|CBM50",0,1,1,1,1,0,1,1
"ASP28163.1|CE9",0,0,0,0,0,0,1,0
"ASP29856.1|GT39",0,0,0,1,0,0,0,0
"ASP31583.1|CBM50",0,3,3,2,8,6,8,4
"ASP32031.1|GT83",0,1,0,0,0,0,0,0
"ASP32317.1|CBM50",1,0,0,2,2,1,0,2
"ASP36150.1|GT83",0,0,1,0,0,1,0,0
"ASP37065.1|GT2",0,1,0,0,0,0,0,0
"ASP38894.1|CBM50",0,0,0,0,1,0,0,0
"ASP40892.1|GH23",0,0,0,1,0,0,0,0
"ASP40959.1|GT2",0,0,0,1,0,0,1,0
"ASP47033.1|CBM6",1,12,6,11,10,2,11,17
"ASP47053.1|CE0",0,0,1,1,1,0,2,1
"ASP54045.1|GT4",0,0,0,0,0,0,0,1
"ASP55066.1|CE4",1,0,0,0,0,0,0,0
"ASP58454.1|GH19",0,0,0,0,0,1,1,0
"ASP74152.1|GT4",1,3,3,3,2,0,5,3
"ASP75012.1|CE4",0,0,0,1,0,0,1,0
"ASP86622.1|GT4",0,0,2,1,0,0,2,1
"ASP93561.1|GT4",1,2,2,0,1,2,1,3
"ASP95140.1|CE4",0,0,0,0,0,0,0,1
"ASP95310.1|GT45|GT93",0,0,0,0,1,1,1,0
"ASQ01322.1|CE1",0,1,1,1,1,1,0,1
"ASQ04195.1|GT19",0,0,0,0,1,0,0,0
"ASQ14707.1|GT2",0,0,0,0,1,0,0,0
"ASQ22643.1|PL0",0,0,1,2,0,0,0,1
"ASQ45081.1|CBM50",0,0,0,0,0,0,1,0
"ASQ47047.1|GT45",0,0,0,0,1,0,0,0
"ASQ86350.1|GH65",1,0,0,0,0,0,0,0
"ASQ89060.1|GH23",0,1,0,0,0,0,0,0
"ASQ89835.1|GT4",0,1,1,0,1,0,0,1
"ASQ89846.1|GT2",1,0,0,1,1,0,0,1
"ASQ90222.1|GH65",0,0,0,0,0,0,1,0
"ASQ91065.1|CE11",1,0,0,0,0,0,0,0
"ASQ91555.1|GT4",0,0,0,0,0,0,1,0
"ASQ91610.1|GH15",0,1,1,0,2,1,1,0
"ASQ91828.1|GH3",0,0,0,0,1,0,0,0
"ASQ94572.1|CBM35",1,0,0,0,0,0,0,0
"ASQ94809.1|GH20",0,0,0,0,0,0,1,0
"ASQ95373.1|CE9",1,0,0,0,1,0,0,1
"ASQ95499.1|GT2",0,0,0,1,0,0,0,0
"ASR00212.1|GT83",1,1,0,1,0,1,0,1
"ASR01026.1|CE1",0,0,0,1,2,0,0,0
"ASR02405.1|CE1",0,1,0,0,0,0,1,0
"ASR02628.1|GT2",0,1,0,0,0,0,0,0
"ASR03361.1|GT87",1,1,0,0,2,0,0,1
"ASR03937.1|GT87",1,15,12,6,11,9,18,7
"ASR05874.1|GH0",0,0,0,0,0,1,0,0
"ASR05875.1|GH0",0,0,0,0,0,0,0,1
"ASR09140.1|CBM50",3,4,1,3,3,1,3,2
"ASR25817.1|GH0",0,0,0,0,1,0,0,0
"ASR30175.1|GH1",1,0,0,0,0,0,0,0
"ASR31683.1|GH23",0,1,0,0,0,0,0,0
"ASR33317.1|GH0",0,0,0,0,0,0,1,0
"ASR33713.1|GT0|GT4",0,1,0,1,0,1,3,0
"ASR34957.1|GH23",0,0,0,1,1,0,0,1
"ASR34964.1|CBM6",0,1,0,0,0,0,1,0
"ASR35627.1|CBM6",0,0,0,0,1,0,0,0
"ASR37416.1|CE14",0,1,0,0,0,0,0,0
"ASR37933.1|GT2",0,0,1,0,1,0,0,1
"ASR38187.1|GT2",0,2,0,0,2,0,0,1
"ASR39827.1|CE9",0,0,0,0,0,0,1,0
"ASR40629.1|GT2",17,57,40,56,64,47,67,66
"ASR41905.1|CE9",0,0,1,0,0,0,0,0
"ASR42525.1|CE12",2,4,3,5,8,3,4,2
"ASR42790.1|GH20",0,2,2,0,0,0,1,1
"ASR43939.1|GH13",4,1,2,1,3,0,0,1
"ASR44148.1|CBM50",1,0,0,0,0,0,0,0
"ASR44199.1|GT83",0,0,0,0,1,0,0,0
"ASR44205.1|GH144",0,0,0,0,1,0,0,0
"ASR45205.1|CBM12|GH18",1,0,0,0,0,0,0,0
"ASR45652.1|CBM35|CBM3|GH26|GH44",0,1,0,0,0,0,0,0
"ASR46798.1|GH25",0,1,1,2,0,1,0,2
"ASR47288.1|CE4",0,1,1,0,0,0,1,0
"ASR48180.1|CBM50",0,0,0,1,1,0,0,0
"ASR48303.1|GT2",0,3,0,0,1,1,1,1
"ASR48635.1|CBM32",0,0,0,0,0,1,0,0
"ASR48722.1|CBM50",0,0,0,1,0,0,0,0
"ASR53953.1|CE9",0,0,0,1,0,0,0,0
"ASR53969.1|CBM61|GH53",0,1,0,0,1,0,0,0
"ASR54777.1|CBM2",2,4,2,1,0,1,3,2
"ASR55029.1|GT2",1,1,1,0,0,0,0,1
"ASR55038.1|GT4",0,0,0,1,1,0,0,0
"ASR55440.1|CBM2|GH48",0,2,1,0,1,1,1,0
"ASR55822.1|GT4",1,0,0,0,0,0,0,0
"ASR56007.1|GT51",0,0,0,0,0,0,1,0
"ASR56218.1|CE4",0,0,0,1,0,1,1,1
"ASR56559.1|CBM22|CBM2|GH10",0,0,0,2,0,0,3,1
"ASR56932.1|CBM2|GH26",0,1,0,0,0,0,0,0
"ASR69274.1|GH23",1,1,0,0,0,1,2,0
"ASR78341.1|GH73",0,1,1,1,2,1,2,1
"ASR78750.1|GH73",1,0,1,0,0,1,0,1
"ASR79037.1|GH73",0,1,0,0,1,1,1,0
"ASR79201.1|GH73",0,2,0,0,0,1,0,0
"ASR87056.1|GH23",0,0,0,0,1,0,0,0
"ASR91257.1|CBM50",0,0,0,0,1,0,0,1
"ASS38757.1|GT30",0,0,0,1,0,0,0,1
"ASS44663.1|CE4",0,0,0,0,0,0,0,1
"ASS47574.1|GT22",0,0,0,0,0,1,0,0
"ASS49078.1|GT4",0,0,0,0,0,1,0,1
"ASS49079.1|GT9",0,0,0,0,0,0,0,1
"ASS49658.1|GH23",0,0,0,0,0,1,0,1
"ASS49825.1|GT0",0,0,0,0,0,0,1,0
"ASS51018.1|CBM50",0,0,0,0,1,0,0,0
"ASS54341.1|GT2",0,0,0,0,1,1,1,0
"ASS55757.1|CBM50",0,1,0,0,0,0,0,0
"ASS57871.1|CE4|GT2",0,0,0,0,1,0,0,0
"ASS61769.1|CBM50",0,0,0,1,0,0,0,0
"ASS65255.1|GT51",0,1,0,0,1,1,1,1
"ASS65466.1|CBM13|GH16",1,1,2,1,1,2,1,2
"ASS66037.1|GH0",0,1,0,0,0,0,0,0
"ASS66041.1|GH0",0,0,0,1,0,0,0,0
"ASS66060.1|CBM35|GH87",0,1,0,0,1,1,0,0
"ASS66071.1|GH76",0,1,0,1,0,0,0,0
"ASS66206.1|GH23",0,0,0,1,0,0,0,0
"ASS66314.1|CBM50",0,1,1,2,0,0,1,3
"ASS66725.1|GT4",0,0,0,0,0,1,0,0
"ASS66809.1|CBM32|GH87",0,2,1,0,1,1,1,1
"ASS66823.1|CBM25|GH13_42",0,0,1,0,0,0,0,0
"ASS66869.1|PL0",0,0,0,1,0,0,0,0
"ASS67231.1|GT2",1,0,0,0,0,0,1,1
"ASS67514.1|CBM32|CBM35|GH87",0,1,0,0,0,0,1,0
"ASS68012.1|CBM32|CBM4|CBM54|GH16",2,5,1,4,2,1,2,2
"ASS68372.1|CBM32|GH81",0,0,1,1,0,0,0,0
"ASS68373.1|CBM32|GH55",0,0,0,1,0,0,1,1
"ASS68430.1|CBM23|CBM61|GH5_41",2,0,0,0,1,0,2,0
"ASS68992.1|GT39",0,0,2,2,2,1,1,0
"ASS69333.1|GT4",0,0,0,0,0,0,0,1
"ASS70746.1|GH23",0,0,0,0,0,1,0,0
"ASS72103.1|CBM50",0,1,0,0,2,0,0,1
"ASS72827.1|GT2",0,0,1,0,1,1,1,0
"ASS74029.1|CBM54",0,0,1,0,0,0,5,0
"ASS75003.1|GH18",0,1,1,0,1,1,1,1
"ASS75332.1|CE9",0,0,0,0,1,0,0,0
"ASS85818.1|GT2",0,0,1,0,0,0,0,0
"ASS86684.1|CBM50",0,1,0,0,0,0,0,0
"ASS88100.1|GH23",0,0,0,0,0,1,0,0
"ASS88915.1|CE9",0,0,0,1,0,0,0,1
"ASS90080.1|GT51",0,0,0,0,0,0,0,1
"ASS90146.1|CBM50",1,0,0,0,0,0,0,0
"ASS91380.1|GT2",0,0,0,0,0,0,1,0
"ASS95807.1|CE9",1,2,1,2,1,3,3,2
"ASS96361.1|CBM50",0,1,1,0,0,0,1,0
"ASS96808.1|GH0",0,3,0,1,3,4,3,3
"ASS96858.1|CBM50",0,1,0,0,0,0,0,0
"ASS97000.1|GH36",1,0,3,0,3,1,1,4
"ASS97457.1|CBM50",0,1,0,1,1,1,0,2
"ASS97899.1|GT2",0,0,0,0,1,0,0,0
"AST00185.1|GH0",0,0,0,1,0,0,0,0
"AST00901.1|CE12",0,1,0,0,0,0,0,0
"AST07741.1|CBM50",0,0,0,0,0,0,0,1
"AST07937.1|GH23",0,0,1,0,0,0,0,0
"AST21425.1|GH23",0,1,0,0,0,0,0,0
"AST26610.1|GH23",0,1,1,1,0,0,1,1
"AST29510.1|CBM32",1,3,1,0,1,0,1,0
"AST30233.1|GH0",0,1,1,1,1,0,0,1
"AST31105.1|CE4",0,1,1,0,1,1,0,1
"AST31233.1|GT9",0,0,1,0,0,0,0,0
"AST32638.1|CBM50",0,0,1,0,1,1,0,0
"AST34432.1|CBM32",0,0,1,0,0,1,0,0
"AST52026.1|GH31",0,0,0,0,0,1,0,1
"AST52135.1|GT2",0,1,0,1,2,0,1,0
"AST52966.1|GH123",0,0,0,0,0,1,1,0
"AST53939.1|GT0",0,1,0,0,0,0,0,0
"AST54051.1|GT4",1,0,1,0,1,0,0,0
"AST55205.1|GH28",0,1,0,0,0,0,0,1
"AST55280.1|CBM50|GH23",0,0,0,0,0,1,0,0
"AST55486.1|GT2",0,0,0,0,0,1,0,1
"AST55694.1|GH2",0,0,0,0,0,1,1,1
"AST55804.1|GH92",0,0,0,0,0,1,0,0
"AST56160.1|GH35",19,13,17,13,26,15,34,24
"AST56581.1|GT0",1,3,2,2,3,1,2,7
"AST56602.1|CE9",1,0,0,1,0,1,2,0
"AST56880.1|CE9",0,0,0,0,1,2,0,0
"AST58087.1|CBM50",3,2,1,0,3,1,3,1
"AST80612.1|GH3",1,0,0,0,0,0,0,0
"AST88089.1|GH23",0,0,0,1,0,0,0,0
"AST89229.1|GH0",0,1,0,0,0,0,1,0
"AST90858.1|CE7",0,0,1,1,0,0,1,0
"AST90927.1|CBM50",0,1,0,1,0,0,1,1
"AST92179.1|CBM50",0,2,1,0,1,2,2,0
"AST93558.1|GT2",19,43,34,28,46,33,51,42
"AST94973.1|GH16",0,1,0,0,1,1,1,1
"AST96007.1|CE0",0,0,0,1,0,0,0,0
"AST96251.1|CBM50",0,2,0,0,0,0,1,0
"AST96696.1|GH73",0,0,0,0,0,1,1,0
"AST98018.1|CE4",0,0,0,0,0,0,0,1
"AST98220.1|CBM50",0,1,0,0,0,0,0,0
"ASU00027.1|CBM50",0,1,0,0,0,0,0,0
"ASU12207.1|GH23",0,2,2,0,3,4,4,3
"ASU12921.1|CBM50",0,0,1,2,1,0,1,0
"ASU17673.1|CBM50",0,0,0,0,0,0,0,1
"ASU20953.1|CE9",1,1,0,2,0,1,0,1
"ASU25783.1|CBM50",0,0,0,0,1,0,1,1
"ASU27451.1|GH39",2,9,5,2,5,3,9,4
"ASU27851.1|CBM48|GH13_9",1,0,0,0,0,0,0,0
"ASU29967.1|GH39",1,8,3,5,8,4,3,6
"ASU30063.1|CBM50",0,0,0,1,1,1,0,1
"ASU30173.1|CBM61|GH43_37",2,6,8,5,3,7,8,9
"ASU31626.1|GT4",0,1,1,1,1,1,1,1
"ASU32217.1|GH5_46",0,0,0,0,0,0,1,0
"ASU32896.1|CE14",0,0,0,0,0,1,1,0
"ASU32993.1|CE1",0,2,4,2,4,2,2,1
"ASU33528.1|GH136",0,0,0,0,0,1,1,0
"ASU33663.1|GT4",0,0,0,0,0,1,1,0
"ASU33666.1|GT4",0,0,0,0,0,1,2,0
"ASU33987.1|GH2",0,0,0,0,0,0,1,0
"ASU34227.1|GH36",0,1,0,1,1,1,1,1
"ASU34754.1|PL1",0,0,0,0,0,0,1,0
"ASU35166.1|GT4",0,1,1,0,0,0,1,0
"ASU35172.1|GT4",0,0,0,0,0,1,1,0
"ASU35187.1|GT4",0,0,0,0,0,1,0,0
"ASU35572.1|GH95",0,1,0,0,0,0,0,0
"ASU35650.1|GH16",0,0,0,0,0,0,1,0
"ASU35789.1|GH144",0,0,0,0,0,1,0,0
"ASU35951.1|GH97",0,0,0,0,0,1,1,0
"ASU36606.1|GH36",0,0,0,0,0,1,1,0
"ASU36774.1|GT2",0,3,1,0,0,0,1,0
"ASU37332.1|GT41",0,1,0,0,3,1,0,0
"ASU38215.1|GT2",0,0,0,0,0,1,0,0
"ASU56069.1|CBM5",3,9,5,4,6,4,7,5
"ASU56079.1|CE1",1,0,0,0,0,0,0,0
"ASU56361.1|GH23",0,0,0,1,0,0,0,0
"ASU56874.1|CBM2",0,0,0,0,1,0,0,0
"ASU56916.1|GT51",0,10,3,4,4,7,5,7
"ASU57633.1|CBM35|PL9_1",0,1,0,0,0,0,1,0
"ASU58095.1|GT2",0,0,0,0,0,0,1,0
"ASU58819.1|CBM6",0,0,0,1,0,1,0,0
"ASU60098.1|CE9",0,1,0,0,1,0,0,0
"ASU60147.1|GT2",0,0,0,0,0,0,1,0
"ASU60252.1|GT2",0,0,0,0,1,0,0,0
"ASU61128.1|GT51",2,3,5,1,5,1,4,0
"ASU77046.1|GT2|GT4",0,0,0,1,0,0,1,0
"ASU78056.1|GT4",0,0,0,1,0,0,0,0
"ASU78339.1|GH31",0,0,0,0,1,0,0,0
"ASU78403.1|GT2",0,0,0,0,0,1,0,0
"ASU78470.1|GT28",0,1,0,0,1,0,0,0
"ASU79571.1|GH15",1,0,0,0,0,0,0,0
"ASU79938.1|GH23",0,0,0,0,1,0,0,0
"ASU80554.1|CE9",0,1,0,0,0,1,2,0
"ASU80820.1|GT2|GT4",0,0,0,0,0,0,1,0
"ASU81271.1|GT0",0,2,0,0,1,0,0,1
"ASU81888.1|GT51",0,0,0,0,0,0,0,1
"ASU82228.1|GT20",0,1,0,0,0,0,1,0
"ASU82337.1|GT4",0,1,0,0,0,0,0,0
"ASU82400.1|GT4",0,0,0,0,0,0,1,0
"ASU82472.1|GT2",0,0,0,0,0,0,0,1
"ASU82541.1|GH23",0,0,0,0,1,0,0,0
"ASU83420.1|GT28",0,0,1,0,0,0,0,0
"ASU84047.1|CE14",8,32,19,17,16,19,36,29
"ASU84846.1|GH77",0,1,0,0,0,0,0,1
"ASU84880.1|GH3",0,0,1,0,0,0,0,0
"ASU85084.1|GT2",1,0,0,0,0,0,0,0
"ASU85246.1|GT51",0,0,0,0,0,0,1,0
"ASU85432.1|GT2",0,1,0,0,0,0,0,0
"ASU85504.1|GT4",0,1,0,0,0,0,0,1
"ASU85508.1|GT4",0,0,0,0,0,0,1,0
"ASU85511.1|GT4",0,0,1,0,0,0,0,0
"ASU86067.1|GT39",0,0,0,0,1,0,0,0
"ASU86090.1|GT4",0,0,0,0,1,0,0,1
"ASU86415.1|GT4",0,1,0,0,0,0,0,0
"ASU87572.1|CBM18|GH19",0,3,1,1,2,1,1,2
"ASV07255.1|GT2",0,0,0,0,0,0,1,0
"ASV10798.1|GT4",0,0,0,0,0,1,0,1
"ASV15660.1|CBM50",0,0,1,0,0,0,0,0
"ASV18841.1|CBM35|GH5_41",0,0,0,0,1,0,1,0
"ASV20657.1|GH0",3,4,6,4,4,4,8,5
"ASV29187.1|GH109",0,0,0,0,0,1,2,1
"ASV29576.1|CE1",0,0,0,1,0,1,1,1
"ASV29947.1|CBM6",0,0,0,1,1,0,0,0
"ASV30248.1|CE14",1,2,4,1,0,1,1,1
"ASV31681.1|CE1",6,4,7,4,5,6,5,5
"ASV32585.1|GT2",0,0,0,1,0,1,0,0
"ASV33939.1|GT51",0,1,0,0,0,0,0,0
"ASV35003.1|GT83",0,1,0,0,0,0,0,0
"ASV39142.1|GH0",0,0,1,0,1,1,1,2
"ASV44767.1|GH104",1,0,1,1,1,1,0,2
"ASV45029.1|GH23",1,1,0,0,1,0,1,0
"ASV51323.1|GH18",1,0,1,0,1,0,3,0
"ASV53476.1|GT2",1,0,0,0,0,0,0,0
"ASV53518.1|GH73",1,0,0,0,0,0,0,0
"ASV53646.1|GT25|GT2",1,0,0,0,0,0,0,0
"ASV53910.1|GH5_13",1,0,0,0,0,0,0,0
"ASV53942.1|GH105",1,0,0,0,0,0,0,0
"ASV54334.1|GH4",1,0,0,0,0,0,0,0
"ASV55463.1|GH19",6,5,4,7,5,8,11,5
"ASV56449.1|GH36",1,0,0,0,0,0,0,0
"ASV56585.1|GH103",1,0,0,0,0,0,0,0
"ASV56744.1|CBM50",1,0,0,0,0,0,0,0
"ASV56991.1|GH2",1,0,0,0,0,0,0,0
"ASV57307.1|CBM48|GH13_11",1,0,0,0,0,0,0,0
"ASV57405.1|GH8",1,0,0,0,0,0,0,0
"ASV57474.1|GT26",1,0,0,0,0,0,0,0
"ASV57630.1|PL9_1",1,0,0,0,0,0,0,0
"ASV66214.1|GH23",1,0,0,0,0,0,0,0
"ASV66364.1|GT51",0,0,0,0,1,0,0,0
"ASV67457.1|GT2",5,13,5,4,7,5,10,6
"ASV69164.1|CBM50",0,0,0,0,1,1,0,1
"ASV72750.1|GH141",1,1,0,0,1,2,0,1
"ASV72914.1|GH0",0,0,0,0,0,2,1,0
"ASV73298.1|CBM38|GH32",0,1,0,0,0,0,0,0
"ASV73299.1|GT4",0,0,0,0,0,1,0,0
"ASV73660.1|GT2",0,2,0,1,1,1,2,1
"ASV73819.1|GH0",0,0,0,0,0,1,0,0
"ASV73931.1|GH0",1,0,0,0,0,0,0,0
"ASV74033.1|GH33",0,1,0,0,1,0,0,1
"ASV74162.1|GH36",0,0,0,0,2,1,2,1
"ASV74270.1|GH51",0,1,0,0,0,1,0,1
"ASV74336.1|GH5",0,0,0,0,0,1,0,0
"ASV74486.1|GH39",0,2,0,1,0,0,0,0
"ASV74657.1|GH33",0,0,0,0,0,1,0,0
"ASV74703.1|CBM67|GH78",0,1,0,0,0,0,1,0
"ASV74706.1|GH2",0,0,2,0,0,1,2,0
"ASV74711.1|CBM51|GH27",0,0,1,0,0,0,0,0
"ASV74730.1|GH0",0,0,1,0,1,0,1,2
"ASV74750.1|CE15",0,0,0,0,1,0,0,2
"ASV74767.1|GH0",0,2,0,0,0,0,0,0
"ASV74779.1|GH146",0,0,1,0,1,0,0,0
"ASV74790.1|GH88",0,0,0,1,0,0,0,0
"ASV74791.1|GH51",0,1,0,0,0,1,0,0
"ASV74947.1|GT4",0,0,0,0,0,0,0,1
"ASV74948.1|GT2",0,1,0,0,0,0,0,0
"ASV75008.1|PL0",0,0,0,0,0,0,0,1
"ASV75097.1|GH0",0,0,0,0,2,0,0,0
"ASV75458.1|GH50",0,1,0,0,2,1,0,1
"ASV75669.1|CBM32",0,1,0,0,1,0,1,0
"ASV75704.1|GH0",1,5,4,3,0,1,3,5
"ASV75857.1|GT4",0,0,0,0,1,0,0,0
"ASV75960.1|GT9",0,1,0,0,3,1,2,0
"ASV76038.1|CBM47",1,7,4,2,2,6,4,3
"ASV76050.1|GT41",0,0,0,0,1,0,2,0
"ASV76199.1|GH0",0,2,1,0,1,1,0,1
"ASV76289.1|GH5_36",0,2,1,1,0,1,1,1
"ASV76335.1|CBM50",0,0,0,0,1,0,0,0
"ASV76384.1|GH57",0,0,0,0,1,1,0,0
"ASV76432.1|GH0",0,2,1,0,1,1,0,1
"ASV76511.1|GH145",0,0,0,0,1,1,0,0
"ASV76746.1|GH0",0,0,0,0,0,0,0,1
"ASV76800.1|GH29",0,1,0,0,1,0,0,0
"ASV76801.1|GH141",2,1,2,1,1,1,1,3
"ASV76991.1|GH106",0,1,0,0,1,1,0,0
"ASV80426.1|GH141",0,0,0,0,0,1,0,0
"ASV84516.1|GT2",0,0,0,0,1,0,0,0
"ASV85413.1|CE4",0,0,0,1,0,0,0,0
"ASV96181.1|GH39",1,6,2,3,5,7,8,6
"ASV97065.1|GT0",0,0,1,0,0,0,0,0
"ASV97737.1|GT41",0,0,0,0,0,1,0,1
"ASV98376.1|GH23",0,1,0,0,0,1,0,0
"ASW01438.1|GT2",1,0,0,0,0,3,1,2
"ASW02212.1|CBM48|GH13_11",0,0,0,0,1,0,0,0
"ASW03946.1|AA4",0,0,0,0,2,0,1,0
"ASW05521.1|GT83",0,0,0,0,0,0,1,1
"ASW06320.1|GH24",0,0,0,0,0,1,0,0
"ASW07599.1|CBM50",0,1,0,0,1,0,1,0
"ASW10740.1|GH3",0,1,0,0,0,0,0,0
"ASW24731.1|CBM25|CBM26|GH13_28",1,0,0,0,1,0,0,0
"ASW24745.1|CBM25|CBM74|GH13_28",0,2,1,0,0,0,1,0
"ASW24909.1|CBM25|GH13_28",4,2,1,1,4,0,1,1
"ASW35075.1|GT41",0,2,3,3,2,2,3,3
"ASW35095.1|GT20",0,0,0,0,0,0,0,1
"ASW48667.1|GT4",0,1,1,0,0,0,0,0
"ASW53349.1|GH65",0,0,0,0,1,0,1,1
"ASW53779.1|GH0",0,1,1,0,1,0,1,0
"ASW54425.1|CBM2|GH5_8",0,1,1,0,0,0,0,0
"ASW54908.1|CBM2|GH74",0,1,0,0,0,0,0,0
"ASW55200.1|CBM13|GH54",0,1,0,0,0,0,0,0
"ASW55269.1|GT83",0,0,0,0,0,0,1,0
"ASW55369.1|CBM2",0,3,0,0,2,1,0,1
"ASW55939.1|CBM32|GH87",0,0,0,1,1,0,0,0
"ASW56114.1|CE1",0,0,0,0,0,0,1,0
"ASW56304.1|CBM2|PL0",0,1,0,0,0,0,0,0
"ASW56797.1|GT28",0,0,0,0,1,0,1,1
"ASW56974.1|CE9",0,0,0,1,0,0,1,0
"ASW57639.1|CBM2|CE1",0,1,0,0,0,0,0,0
"ASW57965.1|GT83",0,0,0,0,1,0,0,1
"ASW73598.1|CBM6",0,0,0,0,0,1,0,1
"ASW75506.1|GH13",0,0,0,0,0,1,0,1
"ASW76287.1|GH13",0,0,0,0,0,0,1,0
"ASW81386.1|GT2",0,0,0,0,0,0,1,0
"ASW82516.1|GH19",0,1,1,0,1,0,1,1
"ASW82530.1|CBM5|GH18",0,0,0,0,0,0,1,0
"ASW88506.1|GT51",0,1,0,0,0,0,0,0
"ASW89210.1|GH23",1,0,0,0,0,0,0,0
"ASW89587.1|GH23",0,0,0,1,0,0,0,0
"ASW92888.1|GH23",0,0,0,1,0,0,0,0
"ASW99690.1|GH23",1,0,0,0,0,0,1,0
"ASX10822.1|CBM5|CBM73|GH18",0,1,0,0,0,0,0,0
"ASX10863.1|GT2",0,1,0,0,0,0,1,0
"ASX10968.1|CBM50",0,0,1,1,1,0,1,1
"ASX16252.1|GH0",0,1,0,0,0,0,1,1
"ASX21944.1|CBM50",0,0,0,0,0,0,0,1
"ASX23717.1|GH23",0,0,1,1,1,1,0,0
"ASX23777.1|GH73",0,0,1,0,4,1,0,1
"ASX24965.1|CBM50",2,4,3,2,2,4,2,2
"ASX27448.1|GT0",0,1,0,0,1,1,1,1
"ASY09780.1|GT39",0,0,0,1,0,0,0,0
"ASY15532.1|GH18",1,0,0,0,0,0,0,0
"ASY20366.1|CE14",0,0,0,1,0,0,0,0
"ASY20420.1|GT39",0,0,0,1,0,0,0,0
"ASY20433.1|GH13",0,0,0,2,0,0,0,0
"ASY24264.1|GT39",1,0,0,0,0,0,0,0
"ASY31310.1|CBM32|GH0",0,0,0,0,1,0,0,0
"ASY31590.1|CBM13|CE0",0,2,0,0,1,0,0,0
"ASY31942.1|CBM6",1,3,4,6,4,3,5,4
"ASY34217.1|CE9",0,0,0,0,0,0,2,0
"ASY34292.1|GH3",0,0,1,0,0,0,0,0
"ASY34502.1|GH26",0,1,0,2,1,0,0,2
"ASY35028.1|GH4",0,0,0,0,0,0,0,1
"ASY35087.1|CBM32|GH87",0,1,0,0,0,0,0,0
"ASY35089.1|CBM6",0,0,1,1,1,1,2,1
"ASY35233.1|GT4",0,0,0,0,1,0,1,0
"ASY35486.1|GH23",0,1,1,1,0,0,0,0
"ASY36245.1|CBM13",0,0,1,1,1,0,0,0
"ASY36264.1|GT87",0,0,0,0,1,0,0,0
"ASY36602.1|GH92",0,0,1,0,1,0,0,1
"ASY36639.1|GT51",0,0,1,0,0,0,2,0
"ASY36923.1|GH128",1,3,1,2,10,2,3,5
"ASY41882.1|GT4",1,0,0,0,0,0,0,0
"ASY43043.1|CBM50",0,0,0,0,0,0,0,1
"ASY43355.1|GT4",0,0,0,2,0,0,0,2
"ASY43516.1|GH23",0,1,0,0,0,0,0,2
"ASY43914.1|GH23",0,0,0,0,0,0,1,0
"ASY51150.1|CBM41|CBM48|GH13_14|GH13_41",0,0,0,0,1,0,0,0
"ASY59719.1|GH0",0,0,0,0,0,0,0,1
"ASY63416.1|GT2",0,0,0,0,0,1,0,0
"ASY64256.1|CBM50",1,0,0,0,0,0,0,0
"ASY66721.1|CE3",1,0,0,0,0,0,0,0
"ASY66940.1|GH144",0,1,0,0,0,0,0,0
"ASY66976.1|GH0",1,0,1,0,0,1,2,0
"ASY68034.1|GH144",0,1,0,0,0,0,0,0
"ASY68222.1|CBM50",0,1,0,0,0,0,0,0
"ASY69387.1|GH23",0,0,0,0,0,0,0,1
"ASY69391.1|GT8",0,0,1,1,0,0,1,2
"ASY72466.1|GH140",2,0,0,1,2,0,0,0
"ASY77564.1|CBM50",0,1,0,0,0,0,0,0
"ASY79970.1|GT41",0,0,0,0,0,1,1,0
"ASZ00134.1|CBM50|GH23",0,0,0,0,1,0,0,0
"ASZ09523.1|GH29",0,1,0,0,0,0,0,0
"ASZ09680.1|GH28",0,1,0,0,0,0,0,0
"ASZ09693.1|CBM9|GH87",2,1,1,4,3,2,2,2
"ASZ10007.1|GT81",1,0,0,1,2,0,1,0
"ASZ10117.1|GT0",0,1,0,0,1,0,1,0
"ASZ10328.1|GT51",0,0,0,0,0,0,1,0
"ASZ10446.1|GH3",0,1,0,0,1,1,0,0
"ASZ10569.1|CBM50",0,0,0,0,0,0,1,0
"ASZ10702.1|GH130",0,0,0,0,0,0,1,0
"ASZ11018.1|GH105",0,0,0,0,0,0,0,1
"ASZ11129.1|CBM5|GH18",1,3,3,6,5,6,1,3
"ASZ11467.1|CE4",0,0,0,0,1,1,0,0
"ASZ11957.1|GT0",0,0,0,0,2,0,0,0
"ASZ12315.1|GT2",0,0,0,0,0,1,1,0
"ASZ12346.1|CBM32|PL6_2",0,0,0,1,0,0,0,0
"ASZ12450.1|GT2",0,0,0,0,0,1,0,0
