mOTU	P1	P2	P3	P4	I1	I2	I3	I4
ref_mOTU_v2_3795	0	0	0	0	0	0	0	0
ref_mOTU_v2_3796	0	0	0	0	0	0	0	0
ref_mOTU_v2_3797	0	0	0	0	0	0	0	0
ref_mOTU_v2_3798	0	0	0	0	0	0	0	0
ref_mOTU_v2_3799	0	0	0	0	0	0	0	0
ref_mOTU_v2_3800	0	0	0	0	0	0	0	0
ref_mOTU_v2_3801	0	0	0	0	0	0	0	0
ref_mOTU_v2_3802	0	0	0	0	0	0	0	0
ref_mOTU_v2_3803	0	0	0	0	0	0	0	0
ref_mOTU_v2_3804	0	0	0	0	0	0	0	0
ref_mOTU_v2_3805	0	2	2	2	2	5	6	2
ref_mOTU_v2_3806	1	0	0	0	0	0	0	0
ref_mOTU_v2_3807	0	0	0	0	0	0	0	0
ref_mOTU_v2_3808	0	0	0	0	0	0	0	0
ref_mOTU_v2_3809	0	0	0	0	0	0	0	0
ref_mOTU_v2_3810	0	0	0	0	0	0	0	0
ref_mOTU_v2_3811	0	0	0	0	0	0	0	0
ref_mOTU_v2_3812	0	0	0	0	0	0	0	0
ref_mOTU_v2_3813	0	0	0	0	0	0	0	0
ref_mOTU_v2_3814	0	0	0	0	0	0	0	0
ref_mOTU_v2_3815	0	0	0	0	0	0	0	0
ref_mOTU_v2_3816	0	0	0	0	0	0	0	0
ref_mOTU_v2_3817	0	0	0	0	0	0	0	0
ref_mOTU_v2_3818	0	0	0	0	0	0	0	0
ref_mOTU_v2_3819	0	0	0	0	0	0	0	0
ref_mOTU_v2_3820	0	0	0	0	0	0	0	0
ref_mOTU_v2_3821	0	0	0	0	0	0	0	0
ref_mOTU_v2_3822	0	0	0	0	0	0	0	0
ref_mOTU_v2_3823	0	0	0	0	0	0	0	0
ref_mOTU_v2_3824	0	0	0	0	0	0	0	0
ref_mOTU_v2_3825	0	0	0	0	0	0	0	0
ref_mOTU_v2_3826	0	0	0	0	0	0	0	0
ref_mOTU_v2_3827	0	0	0	0	0	0	0	0
ref_mOTU_v2_3828	0	0	0	0	0	0	0	0
ref_mOTU_v2_3829	0	0	0	0	0	0	0	0
ref_mOTU_v2_3830	0	0	0	0	0	0	0	0
ref_mOTU_v2_3831	0	0	0	0	0	0	0	0
ref_mOTU_v2_3832	0	0	0	0	0	0	0	0
ref_mOTU_v2_3833	0	0	0	0	0	0	0	0
ref_mOTU_v2_3834	0	0	0	0	0	0	0	0
ref_mOTU_v2_3835	0	0	0	0	0	0	0	0
ref_mOTU_v2_3836	0	0	0	0	0	0	0	0
ref_mOTU_v2_3837	0	0	0	0	0	0	0	0
ref_mOTU_v2_3838	0	0	0	0	0	0	0	0
ref_mOTU_v2_3839	0	0	0	0	0	0	0	0
ref_mOTU_v2_3840	0	0	0	0	0	0	0	0
ref_mOTU_v2_3841	0	0	0	0	0	0	0	0
ref_mOTU_v2_3842	0	0	0	0	0	0	0	0
ref_mOTU_v2_3843	0	0	0	0	0	0	0	0
ref_mOTU_v2_3844	0	0	0	0	0	0	0	0
ref_mOTU_v2_3845	1	0	0	1	1	0	0	0
ref_mOTU_v2_3846	0	0	0	0	0	0	0	0
ref_mOTU_v2_3847	0	1	0	0	3	0	0	0
ref_mOTU_v2_3848	0	0	0	0	0	0	0	0
ref_mOTU_v2_3849	0	0	0	0	0	0	0	0
ref_mOTU_v2_3850	0	0	0	0	0	0	0	0
ref_mOTU_v2_3851	0	0	0	0	0	0	0	0
ref_mOTU_v2_3852	0	0	0	0	0	0	0	0
ref_mOTU_v2_3853	0	0	0	0	0	0	0	0
ref_mOTU_v2_3854	0	0	0	0	0	0	0	0
ref_mOTU_v2_3855	0	0	0	0	0	0	0	0
ref_mOTU_v2_3856	0	0	0	0	0	0	0	0
ref_mOTU_v2_3857	0	0	0	0	0	0	0	0
ref_mOTU_v2_3858	0	0	0	0	0	0	0	0
ref_mOTU_v2_3859	0	0	0	0	0	0	0	0
ref_mOTU_v2_3860	0	0	0	0	0	0	0	0
ref_mOTU_v2_3861	0	0	0	0	0	0	0	0
ref_mOTU_v2_3862	0	0	0	0	0	0	0	0
ref_mOTU_v2_3863	0	0	0	0	0	0	0	0
ref_mOTU_v2_3864	0	0	0	0	0	0	0	0
ref_mOTU_v2_3865	0	0	0	0	0	0	0	0
ref_mOTU_v2_3866	0	0	0	0	0	0	0	0
ref_mOTU_v2_3867	0	0	0	0	0	0	0	0
ref_mOTU_v2_3868	0	0	0	0	0	0	0	0
ref_mOTU_v2_3869	0	0	0	0	0	0	0	0
ref_mOTU_v2_3870	0	0	0	0	0	0	0	0
ref_mOTU_v2_3871	0	0	0	0	0	0	0	0
ref_mOTU_v2_3872	0	0	0	0	0	0	0	0
ref_mOTU_v2_3873	0	0	0	0	0	0	0	0
ref_mOTU_v2_3874	0	0	0	0	0	0	0	0
ref_mOTU_v2_3875	0	0	0	0	0	0	0	0
ref_mOTU_v2_3876	0	0	0	0	0	0	0	0
ref_mOTU_v2_3877	0	0	0	0	0	0	0	0
ref_mOTU_v2_3878	0	0	0	0	0	0	0	0
ref_mOTU_v2_3879	0	0	0	0	0	1	0	0
ref_mOTU_v2_3880	0	0	0	0	0	0	0	0
ref_mOTU_v2_3881	4	0	0	0	0	1	0	0
ref_mOTU_v2_3882	0	0	0	0	0	0	0	0
ref_mOTU_v2_3883	0	0	0	0	0	0	0	0
ref_mOTU_v2_3884	0	0	0	0	0	0	0	0
ref_mOTU_v2_3885	0	0	0	0	0	0	0	0
ref_mOTU_v2_3886	0	0	0	0	0	0	0	0
ref_mOTU_v2_3887	0	0	0	0	0	0	0	0
ref_mOTU_v2_3888	0	0	0	0	0	0	0	0
ref_mOTU_v2_3889	1	0	0	0	0	0	0	0
ref_mOTU_v2_3890	0	0	0	1	0	0	0	0
ref_mOTU_v2_3891	0	0	0	0	0	0	0	0
ref_mOTU_v2_3892	2	2	3	1	0	0	0	2
ref_mOTU_v2_3893	6	2	7	2	2	2	2	3
ref_mOTU_v2_3894	0	0	0	0	0	0	0	0
ref_mOTU_v2_3895	0	0	0	0	0	0	0	0
ref_mOTU_v2_3896	0	0	0	0	0	0	0	0
ref_mOTU_v2_3897	0	0	0	0	0	0	0	0
ref_mOTU_v2_3898	0	0	0	0	0	0	0	0
ref_mOTU_v2_3899	0	0	0	0	0	0	0	0
ref_mOTU_v2_3900	0	0	0	0	0	0	0	0
ref_mOTU_v2_3901	0	0	0	0	0	0	0	0
ref_mOTU_v2_3902	0	0	0	0	0	0	0	0
ref_mOTU_v2_3903	0	0	0	0	0	0	0	0
ref_mOTU_v2_3904	0	0	0	0	0	0	0	0
ref_mOTU_v2_3905	0	0	0	0	0	0	0	0
ref_mOTU_v2_3906	0	0	0	0	0	0	0	0
ref_mOTU_v2_3907	0	0	0	0	0	0	0	0
ref_mOTU_v2_3908	0	0	0	0	0	0	0	0
ref_mOTU_v2_3909	0	0	0	0	0	0	0	0
ref_mOTU_v2_3910	0	0	0	0	0	0	0	0
ref_mOTU_v2_3911	0	0	0	0	0	0	0	0
ref_mOTU_v2_3912	0	0	0	0	0	0	0	0
ref_mOTU_v2_3913	0	0	0	0	0	0	0	0
ref_mOTU_v2_3914	0	0	0	0	0	0	0	0
ref_mOTU_v2_3915	0	0	0	0	0	0	0	0
ref_mOTU_v2_3916	0	0	0	0	0	0	0	0
ref_mOTU_v2_3917	0	0	0	0	0	0	0	0
ref_mOTU_v2_3918	0	0	0	0	0	0	0	0
ref_mOTU_v2_3919	0	0	0	0	0	0	0	0
ref_mOTU_v2_3920	0	0	0	0	0	0	0	0
ref_mOTU_v2_3921	0	0	0	0	0	0	0	0
ref_mOTU_v2_3922	0	0	0	0	0	0	0	0
ref_mOTU_v2_3923	0	0	0	0	0	0	0	0
ref_mOTU_v2_3924	0	0	0	0	0	0	0	0
ref_mOTU_v2_3925	0	0	0	0	0	0	0	0
ref_mOTU_v2_3926	0	0	0	0	0	0	0	0
ref_mOTU_v2_3927	0	0	0	0	0	0	0	0
ref_mOTU_v2_3928	0	0	0	0	0	0	0	0
ref_mOTU_v2_3929	0	0	0	0	0	0	0	0
ref_mOTU_v2_3930	0	0	0	0	0	0	0	0
ref_mOTU_v2_3931	0	0	0	0	0	0	0	0
ref_mOTU_v2_3932	0	0	0	0	0	0	0	0
ref_mOTU_v2_3933	0	0	0	0	0	0	0	0
ref_mOTU_v2_3934	0	0	0	0	0	0	0	0
ref_mOTU_v2_3935	0	0	0	0	0	0	0	0
ref_mOTU_v2_3936	0	0	0	0	0	0	0	0
ref_mOTU_v2_3937	0	0	0	0	0	0	0	0
ref_mOTU_v2_3938	0	0	0	0	0	0	0	0
ref_mOTU_v2_3939	0	0	0	0	0	0	0	0
ref_mOTU_v2_3940	0	0	0	0	0	0	0	0
ref_mOTU_v2_3941	0	0	0	0	0	0	0	0
ref_mOTU_v2_3942	0	0	0	0	0	0	0	0
ref_mOTU_v2_3943	0	0	0	0	0	0	0	0
ref_mOTU_v2_3944	0	0	0	0	0	0	0	0
ref_mOTU_v2_3945	0	0	0	0	0	0	0	0
ref_mOTU_v2_3946	0	0	0	0	0	0	0	0
ref_mOTU_v2_3947	0	0	0	0	0	0	0	0
ref_mOTU_v2_3948	0	0	0	0	0	0	0	0
ref_mOTU_v2_3949	0	0	0	0	0	0	0	0
ref_mOTU_v2_3950	0	0	0	0	0	0	0	0
ref_mOTU_v2_3951	0	0	0	0	0	0	0	0
ref_mOTU_v2_3952	0	0	0	0	0	0	0	0
ref_mOTU_v2_3953	0	0	0	0	0	0	0	0
ref_mOTU_v2_3954	0	0	0	0	0	0	0	0
ref_mOTU_v2_3955	0	0	0	0	0	0	0	0
ref_mOTU_v2_3956	0	0	0	0	0	0	0	0
ref_mOTU_v2_3957	0	0	0	0	0	0	0	0
ref_mOTU_v2_3958	0	0	0	0	0	0	0	0
ref_mOTU_v2_3959	0	0	0	0	0	0	0	0
ref_mOTU_v2_3960	0	0	0	0	0	0	0	0
ref_mOTU_v2_3961	0	0	0	0	0	0	0	0
ref_mOTU_v2_3962	0	0	0	0	0	0	0	0
ref_mOTU_v2_3963	0	0	0	0	0	0	0	0
ref_mOTU_v2_3964	0	0	0	0	0	0	0	0
ref_mOTU_v2_3965	0	0	0	0	0	0	0	0
ref_mOTU_v2_3966	0	0	0	0	0	0	0	0
ref_mOTU_v2_3967	0	0	0	0	0	0	0	0
ref_mOTU_v2_3968	0	0	0	0	0	0	0	0
ref_mOTU_v2_3969	3	7	3	3	4	4	3	2
ref_mOTU_v2_3970	4	5	7	2	5	4	5	3
ref_mOTU_v2_3971	2	2	3	2	5	3	2	2
ref_mOTU_v2_3972	5	5	2	4	4	5	5	5
ref_mOTU_v2_3973	0	0	0	0	0	0	0	0
ref_mOTU_v2_3974	0	0	0	0	0	0	0	0
ref_mOTU_v2_3975	0	0	0	0	0	0	0	0
ref_mOTU_v2_3976	0	0	0	0	0	0	0	0
ref_mOTU_v2_3977	0	0	0	0	0	0	0	0
ref_mOTU_v2_3978	0	0	0	0	0	0	0	0
ref_mOTU_v2_3979	0	0	0	0	0	0	0	0
ref_mOTU_v2_3980	0	0	0	0	0	0	0	0
ref_mOTU_v2_3981	2	0	0	0	0	0	0	0
ref_mOTU_v2_3982	0	0	0	0	0	0	0	0
ref_mOTU_v2_3983	0	0	0	0	0	0	0	0
ref_mOTU_v2_3984	0	0	0	0	0	0	0	0
ref_mOTU_v2_3985	0	0	0	0	0	0	0	0
ref_mOTU_v2_3986	0	0	0	0	0	0	0	0
ref_mOTU_v2_3987	0	0	0	0	0	0	0	0
ref_mOTU_v2_3988	3	6	1	4	2	3	3	4
ref_mOTU_v2_3989	0	0	0	0	0	0	0	0
ref_mOTU_v2_3990	0	0	0	0	0	0	0	0
ref_mOTU_v2_3991	0	0	0	0	0	0	0	0
ref_mOTU_v2_3992	0	0	0	0	0	0	0	0
ref_mOTU_v2_3993	0	0	0	0	0	0	0	0
ref_mOTU_v2_3994	0	0	0	0	0	0	0	0
ref_mOTU_v2_3995	0	0	0	0	0	0	0	0
ref_mOTU_v2_3996	0	0	0	0	0	0	0	0
ref_mOTU_v2_3997	0	0	0	0	0	0	0	0
ref_mOTU_v2_3998	0	0	0	0	0	0	0	0
ref_mOTU_v2_3999	0	0	0	0	0	0	0	0
ref_mOTU_v2_4000	0	0	0	0	0	0	0	0
ref_mOTU_v2_4001	0	0	0	0	0	0	0	0
ref_mOTU_v2_4002	2	2	3	4	3	7	2	3
ref_mOTU_v2_4003	2	6	3	0	0	2	3	4
ref_mOTU_v2_4004	0	0	0	0	0	0	0	0
ref_mOTU_v2_4005	0	0	0	0	0	0	0	0
ref_mOTU_v2_4006	0	0	0	0	0	0	0	0
ref_mOTU_v2_4007	0	0	0	0	0	0	0	0
ref_mOTU_v2_4008	0	0	0	0	0	0	0	0
ref_mOTU_v2_4009	0	0	0	0	0	0	0	0
ref_mOTU_v2_4010	0	0	0	0	0	0	0	0
ref_mOTU_v2_4011	0	0	0	0	0	0	0	0
ref_mOTU_v2_4012	0	0	0	0	0	0	1	0
ref_mOTU_v2_4013	0	0	0	0	0	0	0	0
ref_mOTU_v2_4014	0	0	0	0	0	0	0	0
ref_mOTU_v2_4015	0	0	0	0	0	0	0	0
ref_mOTU_v2_4016	0	0	0	0	0	0	0	0
ref_mOTU_v2_4017	0	0	0	0	0	0	0	0
ref_mOTU_v2_4018	0	0	0	0	0	0	0	0
ref_mOTU_v2_4019	0	0	0	0	0	0	0	0
ref_mOTU_v2_4020	0	0	0	0	0	0	0	0
ref_mOTU_v2_4021	0	0	0	0	0	0	0	0
ref_mOTU_v2_4022	0	0	0	0	0	0	0	0
ref_mOTU_v2_4023	0	0	0	0	0	0	0	0
ref_mOTU_v2_4024	0	0	0	0	0	0	0	0
ref_mOTU_v2_4025	0	0	0	0	0	0	0	0
ref_mOTU_v2_4026	0	0	0	0	0	0	0	0
ref_mOTU_v2_4027	0	1	0	0	0	0	0	0
ref_mOTU_v2_4028	0	0	0	0	0	0	0	0
ref_mOTU_v2_4029	0	0	0	0	0	0	0	0
ref_mOTU_v2_4030	0	0	0	0	0	0	0	0
ref_mOTU_v2_4031	7	4	7	5	5	4	6	7
ref_mOTU_v2_4032	2	0	0	0	1	0	0	0
ref_mOTU_v2_4033	0	0	0	0	0	0	0	0
ref_mOTU_v2_4034	0	0	0	0	0	0	0	0
ref_mOTU_v2_4035	0	0	0	0	0	0	0	0
ref_mOTU_v2_4036	0	0	0	0	0	0	0	0
ref_mOTU_v2_4037	0	0	0	0	0	0	0	0
ref_mOTU_v2_4038	0	0	0	0	0	0	0	0
ref_mOTU_v2_4039	0	0	0	0	0	0	0	0
ref_mOTU_v2_4040	0	0	0	0	0	0	0	0
ref_mOTU_v2_4041	0	0	0	0	0	0	0	0
ref_mOTU_v2_4042	0	0	0	0	0	0	0	0
ref_mOTU_v2_4043	0	0	0	0	0	0	0	0
ref_mOTU_v2_4044	0	0	0	0	0	0	0	0
ref_mOTU_v2_4045	0	0	0	0	0	0	0	0
ref_mOTU_v2_4046	0	0	0	0	0	0	0	0
ref_mOTU_v2_4047	1	2	1	1	1	0	1	2
ref_mOTU_v2_4048	0	0	0	0	0	0	0	0
ref_mOTU_v2_4049	0	0	0	0	0	0	0	0
ref_mOTU_v2_4050	0	0	0	0	0	0	0	0
ref_mOTU_v2_4051	0	0	0	0	0	0	0	0
ref_mOTU_v2_4052	0	0	0	0	0	0	0	0
ref_mOTU_v2_4053	0	0	0	0	0	0	0	0
ref_mOTU_v2_4054	0	0	0	0	0	0	0	0
ref_mOTU_v2_4055	0	0	0	0	0	0	0	0
ref_mOTU_v2_4056	0	0	0	0	0	0	0	0
ref_mOTU_v2_4057	0	0	0	0	0	0	0	0
ref_mOTU_v2_4058	0	0	0	0	0	0	0	0
ref_mOTU_v2_4059	0	0	0	0	0	0	0	0
ref_mOTU_v2_4060	0	0	0	0	0	0	0	0
ref_mOTU_v2_4061	0	0	0	0	0	0	0	0
ref_mOTU_v2_4062	0	0	0	0	0	0	0	0
ref_mOTU_v2_4063	0	0	0	0	0	0	0	0
ref_mOTU_v2_4064	0	0	0	0	0	0	0	0
ref_mOTU_v2_4065	2	0	0	0	2	0	1	1
ref_mOTU_v2_4066	0	0	0	0	0	0	0	0
ref_mOTU_v2_4067	0	0	0	0	0	0	0	0
ref_mOTU_v2_4068	0	0	0	0	0	0	0	0
ref_mOTU_v2_4069	0	0	0	0	0	0	0	0
ref_mOTU_v2_4070	1	0	0	0	0	0	0	0
ref_mOTU_v2_4071	0	0	0	0	0	0	0	0
ref_mOTU_v2_4072	2	0	0	0	0	0	0	0
ref_mOTU_v2_4073	0	0	0	0	0	0	0	0
ref_mOTU_v2_4074	0	0	0	0	0	0	0	0
ref_mOTU_v2_4075	0	0	0	0	0	0	0	0
ref_mOTU_v2_4076	0	0	0	0	0	0	0	0
ref_mOTU_v2_4077	0	0	0	0	0	0	0	0
ref_mOTU_v2_4078	0	0	0	0	0	0	0	0
ref_mOTU_v2_4079	3	2	2	2	2	0	2	0
ref_mOTU_v2_4080	0	0	0	0	0	0	0	0
ref_mOTU_v2_4081	0	2	0	0	1	1	2	2
ref_mOTU_v2_4082	0	0	0	0	0	0	0	0
ref_mOTU_v2_4083	2	0	1	0	0	1	0	0
ref_mOTU_v2_4084	0	0	0	0	0	0	0	0
ref_mOTU_v2_4085	0	0	0	0	0	0	0	0
ref_mOTU_v2_4086	0	0	0	0	0	0	0	0
ref_mOTU_v2_4087	0	0	0	0	0	0	0	0
ref_mOTU_v2_4088	0	0	0	0	0	0	0	0
ref_mOTU_v2_4089	0	0	0	0	0	0	0	0
ref_mOTU_v2_4090	0	0	0	0	0	0	0	0
ref_mOTU_v2_4091	0	0	0	0	0	0	0	0
ref_mOTU_v2_4092	0	0	0	0	0	0	0	0
ref_mOTU_v2_4093	0	0	0	0	0	0	0	0
ref_mOTU_v2_4094	0	0	0	0	0	0	0	0
ref_mOTU_v2_4095	0	0	0	0	0	0	0	0
ref_mOTU_v2_4096	0	0	0	0	0	0	0	0
ref_mOTU_v2_4097	0	0	0	0	0	0	0	0
ref_mOTU_v2_4098	0	0	0	0	0	0	0	0
ref_mOTU_v2_4099	0	0	0	0	0	0	0	0
ref_mOTU_v2_4100	0	0	0	0	0	0	0	0
ref_mOTU_v2_4101	0	0	0	0	0	0	0	0
ref_mOTU_v2_4102	0	0	0	0	0	0	0	0
ref_mOTU_v2_4103	0	0	0	0	0	0	0	0
ref_mOTU_v2_4104	0	0	0	0	0	0	0	0
ref_mOTU_v2_4105	0	0	0	0	0	0	0	0
ref_mOTU_v2_4106	0	0	0	0	0	0	0	0
ref_mOTU_v2_4107	0	0	0	0	0	0	0	0
ref_mOTU_v2_4108	0	0	0	0	0	0	0	0
ref_mOTU_v2_4109	0	0	0	0	0	0	0	0
ref_mOTU_v2_4110	0	0	0	0	0	0	0	0
ref_mOTU_v2_4111	0	0	0	0	0	0	0	0
ref_mOTU_v2_4112	0	0	0	0	0	0	0	0
ref_mOTU_v2_4113	0	0	0	0	0	0	0	0
ref_mOTU_v2_4114	0	0	0	0	0	0	0	0
ref_mOTU_v2_4115	0	0	0	0	0	0	0	0
ref_mOTU_v2_4116	0	0	0	0	0	0	0	0
ref_mOTU_v2_4117	0	0	0	0	0	0	0	0
ref_mOTU_v2_4118	0	0	0	0	0	0	0	0
ref_mOTU_v2_4119	0	0	0	0	0	0	0	0
ref_mOTU_v2_4120	0	0	0	0	0	0	0	0
ref_mOTU_v2_4121	0	0	0	0	0	0	0	0
ref_mOTU_v2_4122	0	0	0	0	0	0	0	0
ref_mOTU_v2_4123	0	0	0	0	0	0	0	0
ref_mOTU_v2_4124	0	0	0	0	0	0	0	0
ref_mOTU_v2_4125	0	0	0	0	0	0	0	0
ref_mOTU_v2_4126	0	1	0	0	0	2	0	0
ref_mOTU_v2_4127	0	0	0	0	0	0	0	0
ref_mOTU_v2_4128	0	0	0	0	0	0	0	0
ref_mOTU_v2_4129	0	0	0	0	0	0	0	0
ref_mOTU_v2_4130	0	0	0	0	0	0	0	0
ref_mOTU_v2_4131	0	0	0	0	0	0	0	0
ref_mOTU_v2_4132	0	0	0	0	0	0	0	0
ref_mOTU_v2_4133	0	0	0	0	0	0	0	0
ref_mOTU_v2_4134	0	0	0	0	0	0	0	0
ref_mOTU_v2_4135	1	0	0	0	0	0	0	0
ref_mOTU_v2_4136	0	0	0	0	0	0	0	0
ref_mOTU_v2_4137	0	0	0	0	0	0	0	0
ref_mOTU_v2_4138	0	0	0	0	0	0	0	0
ref_mOTU_v2_4139	0	0	0	0	0	0	0	0
ref_mOTU_v2_4140	0	0	0	0	0	0	0	0
ref_mOTU_v2_4141	0	0	0	0	0	0	0	0
ref_mOTU_v2_4142	0	0	0	0	0	0	0	0
ref_mOTU_v2_4143	0	0	0	0	0	0	0	0
ref_mOTU_v2_4144	0	0	0	0	0	0	0	0
ref_mOTU_v2_4145	0	0	0	0	0	0	0	0
ref_mOTU_v2_4146	0	0	0	0	0	0	0	0
ref_mOTU_v2_4147	0	0	0	0	0	0	0	0
ref_mOTU_v2_4148	0	0	0	0	0	0	0	0
ref_mOTU_v2_4149	0	0	0	0	0	0	0	0
ref_mOTU_v2_4150	0	0	0	0	0	0	0	0
ref_mOTU_v2_4151	0	0	0	0	0	0	0	0
ref_mOTU_v2_4152	0	0	0	0	0	0	0	0
ref_mOTU_v2_4153	0	0	0	0	0	0	0	0
ref_mOTU_v2_4154	0	0	0	0	0	0	0	0
ref_mOTU_v2_4155	0	0	0	0	0	0	0	0
ref_mOTU_v2_4156	0	0	0	0	0	0	0	0
ref_mOTU_v2_4157	0	0	0	0	0	0	0	0
ref_mOTU_v2_4158	0	0	0	0	0	0	0	0
ref_mOTU_v2_4159	0	0	0	0	0	0	0	0
ref_mOTU_v2_4160	0	0	0	0	0	0	0	0
ref_mOTU_v2_4161	0	0	0	0	0	0	0	0
ref_mOTU_v2_4162	0	0	0	0	0	0	0	0
ref_mOTU_v2_4163	4	4	3	0	3	1	1	0
ref_mOTU_v2_4164	0	0	0	0	0	0	0	0
ref_mOTU_v2_4165	0	0	0	0	0	0	0	0
ref_mOTU_v2_4166	0	0	0	0	0	0	0	0
ref_mOTU_v2_4167	0	0	0	0	0	0	0	0
ref_mOTU_v2_4168	0	0	0	0	0	0	0	0
ref_mOTU_v2_4169	0	0	0	0	0	0	0	0
ref_mOTU_v2_4170	3	3	1	1	0	0	0	0
ref_mOTU_v2_4171	0	0	0	0	0	0	0	0
ref_mOTU_v2_4172	0	0	0	0	0	0	0	0
ref_mOTU_v2_4173	0	0	0	0	0	0	0	0
ref_mOTU_v2_4174	0	0	0	0	0	0	0	0
ref_mOTU_v2_4175	0	0	0	0	0	0	0	0
ref_mOTU_v2_4176	0	0	0	0	0	0	0	0
ref_mOTU_v2_4177	0	0	0	0	2	2	1	0
ref_mOTU_v2_4178	0	0	0	0	0	0	0	0
ref_mOTU_v2_4179	0	0	0	0	0	0	0	0
ref_mOTU_v2_4180	0	0	0	0	0	0	0	0
ref_mOTU_v2_4181	0	0	0	0	0	0	0	0
ref_mOTU_v2_4182	0	0	0	0	0	0	0	0
ref_mOTU_v2_4183	0	0	0	0	0	0	0	0
ref_mOTU_v2_4184	5	0	0	0	0	0	0	0
ref_mOTU_v2_4185	0	0	0	0	0	0	0	0
ref_mOTU_v2_4186	0	0	0	0	0	0	0	0
ref_mOTU_v2_4187	0	0	0	0	0	0	0	0
ref_mOTU_v2_4188	0	0	0	0	0	0	0	0
ref_mOTU_v2_4189	0	1	0	0	0	0	0	0
ref_mOTU_v2_4190	0	0	0	0	0	0	0	0
ref_mOTU_v2_4191	0	0	0	0	0	0	0	0
ref_mOTU_v2_4192	0	0	0	0	0	0	0	0
ref_mOTU_v2_4193	0	0	0	0	0	0	0	0
ref_mOTU_v2_4194	1	0	0	0	0	0	0	2
ref_mOTU_v2_4195	0	0	2	0	0	0	0	0
ref_mOTU_v2_4196	0	0	0	0	0	0	0	0
ref_mOTU_v2_4197	0	0	0	0	0	0	0	0
ref_mOTU_v2_4198	6	0	0	0	0	0	0	0
ref_mOTU_v2_4199	0	0	0	0	0	0	0	0
ref_mOTU_v2_4200	0	0	0	0	0	0	0	0
ref_mOTU_v2_4201	0	0	0	0	0	0	0	0
ref_mOTU_v2_4202	0	0	0	0	0	0	0	0
ref_mOTU_v2_4203	0	0	0	0	0	0	0	0
ref_mOTU_v2_4204	0	0	0	0	0	0	0	0
ref_mOTU_v2_4205	0	0	0	0	0	0	0	0
ref_mOTU_v2_4206	0	0	0	0	0	0	0	0
ref_mOTU_v2_4207	0	0	0	0	0	0	0	0
ref_mOTU_v2_4208	0	0	0	0	0	0	0	0
ref_mOTU_v2_4209	0	0	0	0	0	0	0	0
ref_mOTU_v2_4210	0	0	0	0	0	0	0	0
ref_mOTU_v2_4211	0	0	0	0	0	0	0	0
ref_mOTU_v2_4212	0	0	0	0	0	0	0	0
ref_mOTU_v2_4213	0	0	0	0	0	0	0	0
ref_mOTU_v2_4214	0	0	0	0	0	0	0	0
ref_mOTU_v2_4215	0	0	0	0	0	0	0	0
ref_mOTU_v2_4216	0	0	0	0	0	0	0	0
ref_mOTU_v2_4217	0	0	0	0	0	0	0	0
ref_mOTU_v2_4218	0	0	0	0	0	3	3	7
ref_mOTU_v2_4219	0	0	0	0	0	0	0	0
ref_mOTU_v2_4220	0	0	0	0	0	0	0	0
ref_mOTU_v2_4221	0	0	0	0	0	0	0	0
ref_mOTU_v2_4222	0	0	0	0	0	0	0	0
ref_mOTU_v2_4223	0	0	0	2	0	0	1	0
ref_mOTU_v2_4224	0	0	0	0	0	0	0	0
ref_mOTU_v2_4225	5	5	2	1	4	1	1	2
ref_mOTU_v2_4226	0	0	0	0	0	0	0	0
ref_mOTU_v2_4227	0	0	0	0	0	0	0	0
ref_mOTU_v2_4228	0	0	0	0	0	0	0	0
ref_mOTU_v2_4229	0	0	0	0	0	0	0	0
ref_mOTU_v2_4230	0	0	0	0	0	0	0	0
ref_mOTU_v2_4231	0	0	0	0	0	0	0	0
ref_mOTU_v2_4232	0	0	0	0	0	0	0	0
ref_mOTU_v2_4233	0	0	0	0	0	0	0	0
ref_mOTU_v2_4234	0	0	0	0	0	0	0	0
ref_mOTU_v2_4235	0	0	0	0	0	0	0	0
ref_mOTU_v2_4236	0	0	0	0	0	0	0	0
ref_mOTU_v2_4237	0	0	0	0	0	0	0	0
ref_mOTU_v2_4238	0	0	0	0	0	0	0	0
ref_mOTU_v2_4239	0	0	0	0	0	0	0	0
ref_mOTU_v2_4240	0	0	0	0	0	0	0	0
ref_mOTU_v2_4241	0	0	0	0	0	0	0	0
ref_mOTU_v2_4242	0	0	0	0	0	0	0	0
ref_mOTU_v2_4243	0	0	0	0	1	0	0	2
ref_mOTU_v2_4244	0	0	0	0	0	0	0	0
ref_mOTU_v2_4245	0	0	0	0	0	0	0	0
ref_mOTU_v2_4246	0	0	0	0	0	0	0	0
ref_mOTU_v2_4247	0	0	0	0	0	0	0	0
ref_mOTU_v2_4248	0	0	0	0	0	0	0	0
ref_mOTU_v2_4249	0	0	0	0	0	0	0	0
ref_mOTU_v2_4250	0	0	0	0	0	0	0	0
ref_mOTU_v2_4251	0	0	0	0	0	0	0	0
ref_mOTU_v2_4252	0	0	0	0	0	0	0	0
ref_mOTU_v2_4253	0	0	0	0	0	0	0	0
ref_mOTU_v2_4254	0	0	0	0	0	0	0	0
ref_mOTU_v2_4255	1	0	0	0	0	0	1	0
ref_mOTU_v2_4256	1	0	0	1	0	0	0	0
ref_mOTU_v2_4257	0	0	0	0	0	0	0	0
ref_mOTU_v2_4258	0	0	0	0	0	0	0	0
ref_mOTU_v2_4259	0	0	0	0	0	0	0	0
