mOTU	P1	P2	P3	P4	I1	I2	I3	I4
ref_mOTU_v2_2263	0	0	0	0	0	0	0	0
ref_mOTU_v2_2264	0	0	0	0	0	0	0	0
ref_mOTU_v2_2265	0	0	0	0	0	0	0	0
ref_mOTU_v2_2266	0	0	0	0	0	0	0	0
ref_mOTU_v2_2267	0	0	0	0	0	0	0	0
ref_mOTU_v2_2268	0	0	0	0	0	0	0	0
ref_mOTU_v2_2269	0	0	0	0	0	0	0	0
ref_mOTU_v2_2270	0	0	0	0	0	0	0	0
ref_mOTU_v2_2271	5	7	11	8	9	10	12	6
ref_mOTU_v2_2272	0	0	0	0	0	0	0	0
ref_mOTU_v2_2273	0	0	0	0	0	0	0	0
ref_mOTU_v2_2274	0	0	0	0	0	0	0	0
ref_mOTU_v2_2275	0	0	0	0	0	0	0	0
ref_mOTU_v2_2276	0	0	0	0	0	0	0	0
ref_mOTU_v2_2277	0	0	0	0	0	0	0	0
ref_mOTU_v2_2278	2	0	0	0	0	0	0	0
ref_mOTU_v2_2279	0	0	0	0	0	0	0	0
ref_mOTU_v2_2280	0	0	0	0	0	0	0	0
ref_mOTU_v2_2281	0	0	0	0	0	0	0	0
ref_mOTU_v2_2282	0	0	0	0	0	0	0	0
ref_mOTU_v2_2283	0	0	0	0	0	0	0	0
ref_mOTU_v2_2284	0	0	0	0	0	0	0	0
ref_mOTU_v2_2285	0	0	0	0	0	0	0	0
ref_mOTU_v2_2286	0	0	0	0	0	0	0	0
ref_mOTU_v2_2287	0	0	0	0	0	0	0	0
ref_mOTU_v2_2288	0	0	0	0	0	0	0	0
ref_mOTU_v2_2289	0	0	0	0	0	0	0	0
ref_mOTU_v2_2290	0	0	0	0	0	0	0	0
ref_mOTU_v2_2291	0	0	0	0	0	0	0	0
ref_mOTU_v2_2292	0	0	0	0	0	0	0	0
ref_mOTU_v2_2293	0	0	0	0	0	0	0	0
ref_mOTU_v2_2294	0	0	0	0	0	0	0	0
ref_mOTU_v2_2295	2	0	1	0	0	0	0	2
ref_mOTU_v2_2296	0	0	0	0	0	0	0	0
ref_mOTU_v2_2297	0	0	0	0	0	0	0	0
ref_mOTU_v2_2298	0	0	0	0	0	0	0	0
ref_mOTU_v2_2299	0	0	0	0	0	0	0	0
ref_mOTU_v2_2300	0	0	0	0	0	0	0	0
ref_mOTU_v2_2301	7	3	4	0	3	2	4	2
ref_mOTU_v2_2302	1	2	0	0	1	0	0	0
ref_mOTU_v2_2303	0	0	0	2	0	0	0	0
ref_mOTU_v2_2304	0	0	0	0	0	0	0	0
ref_mOTU_v2_2305	0	0	0	0	0	0	0	0
ref_mOTU_v2_2306	0	0	0	0	0	0	0	0
ref_mOTU_v2_2307	0	0	0	0	0	0	0	0
ref_mOTU_v2_2308	0	0	0	0	0	0	0	0
ref_mOTU_v2_2309	0	0	0	0	0	0	0	0
ref_mOTU_v2_2310	6	7	6	4	2	7	4	4
ref_mOTU_v2_2311	2	2	2	3	2	1	1	3
ref_mOTU_v2_2312	0	0	0	0	0	0	0	0
ref_mOTU_v2_2313	0	0	0	0	0	0	0	0
ref_mOTU_v2_2314	0	0	0	0	0	0	0	0
ref_mOTU_v2_2315	0	0	0	0	0	0	0	0
ref_mOTU_v2_2316	0	0	0	0	0	0	0	0
ref_mOTU_v2_2317	0	1	0	0	0	0	0	0
ref_mOTU_v2_2318	0	0	0	0	0	0	0	0
ref_mOTU_v2_2319	0	0	0	0	0	0	0	0
ref_mOTU_v2_2320	0	0	0	0	0	0	0	0
ref_mOTU_v2_2321	1	0	0	0	0	0	0	0
ref_mOTU_v2_2322	0	0	0	0	0	0	0	0
ref_mOTU_v2_2323	0	0	0	0	0	0	0	0
ref_mOTU_v2_2324	0	0	0	0	0	0	0	0
ref_mOTU_v2_2325	1	0	0	0	0	0	0	0
ref_mOTU_v2_2326	2	0	0	0	0	0	0	0
ref_mOTU_v2_2327	1	0	0	0	0	0	0	0
ref_mOTU_v2_2328	0	0	0	0	0	0	0	0
ref_mOTU_v2_2329	0	0	0	0	0	0	0	0
ref_mOTU_v2_2330	0	0	0	0	0	0	0	0
ref_mOTU_v2_2331	0	0	0	0	0	0	0	0
ref_mOTU_v2_2332	1	0	0	0	0	0	0	0
ref_mOTU_v2_2333	0	0	0	0	0	0	0	0
ref_mOTU_v2_2334	0	0	0	0	0	0	0	0
ref_mOTU_v2_2335	0	0	0	0	0	0	0	0
ref_mOTU_v2_2336	0	0	0	0	0	0	0	0
ref_mOTU_v2_2337	0	0	0	0	0	0	0	0
ref_mOTU_v2_2338	0	0	0	0	0	0	0	1
ref_mOTU_v2_2339	0	0	0	0	1	0	0	0
ref_mOTU_v2_2340	4	2	0	4	2	5	2	0
ref_mOTU_v2_2341	0	0	0	0	0	0	0	0
ref_mOTU_v2_2342	1	0	3	2	0	0	0	1
ref_mOTU_v2_2343	0	0	0	0	0	0	0	0
ref_mOTU_v2_2344	0	0	0	0	0	0	0	0
ref_mOTU_v2_2345	0	2	0	0	0	0	0	0
ref_mOTU_v2_2346	0	0	0	0	0	0	0	0
ref_mOTU_v2_2347	8	3	2	3	3	1	1	1
ref_mOTU_v2_2348	0	0	0	0	0	0	0	0
ref_mOTU_v2_2349	0	0	0	0	0	0	0	0
ref_mOTU_v2_2350	0	0	0	0	0	0	0	0
ref_mOTU_v2_2351	0	0	0	0	0	0	0	0
ref_mOTU_v2_2352	0	0	0	0	0	0	0	0
ref_mOTU_v2_2353	0	0	0	0	0	0	0	0
ref_mOTU_v2_2354	0	0	0	0	0	0	0	0
ref_mOTU_v2_2355	0	0	0	0	0	0	0	0
ref_mOTU_v2_2356	0	0	0	0	0	0	0	0
ref_mOTU_v2_2357	2	0	0	0	0	0	0	0
ref_mOTU_v2_2358	0	0	0	0	0	0	0	0
ref_mOTU_v2_2359	0	0	0	0	0	0	0	0
ref_mOTU_v2_2360	0	0	0	0	0	0	0	0
ref_mOTU_v2_2361	0	0	0	0	0	0	0	0
ref_mOTU_v2_2362	0	0	0	0	0	0	0	0
ref_mOTU_v2_2363	0	0	0	0	0	0	0	0
ref_mOTU_v2_2364	0	0	0	0	0	0	0	0
ref_mOTU_v2_2365	0	0	0	0	0	0	0	0
ref_mOTU_v2_2366	0	0	0	0	0	0	0	0
ref_mOTU_v2_2367	0	0	0	0	0	0	0	0
ref_mOTU_v2_2368	0	0	0	0	0	0	0	0
ref_mOTU_v2_2369	0	0	0	0	0	0	0	0
ref_mOTU_v2_2370	0	0	0	0	0	0	0	0
ref_mOTU_v2_2371	0	0	0	0	0	0	0	0
ref_mOTU_v2_2372	0	0	0	0	0	0	0	0
ref_mOTU_v2_2373	0	0	0	0	0	0	0	0
ref_mOTU_v2_2374	0	0	0	0	0	0	0	0
ref_mOTU_v2_2375	0	0	0	0	0	0	0	0
ref_mOTU_v2_2376	0	0	0	0	0	0	0	0
ref_mOTU_v2_2377	0	0	0	0	0	0	0	0
ref_mOTU_v2_2378	0	0	0	0	0	0	0	0
ref_mOTU_v2_2379	0	0	0	0	0	0	0	0
ref_mOTU_v2_2380	0	0	0	0	0	0	0	0
ref_mOTU_v2_2381	0	0	0	0	0	0	0	0
ref_mOTU_v2_2382	0	0	0	0	0	0	0	0
ref_mOTU_v2_2383	0	0	0	0	0	0	0	0
ref_mOTU_v2_2384	0	0	0	0	0	0	0	0
ref_mOTU_v2_2385	0	0	0	0	0	0	0	0
ref_mOTU_v2_2386	0	0	0	0	0	0	0	0
ref_mOTU_v2_2387	0	0	0	0	0	0	0	0
ref_mOTU_v2_2388	0	0	0	0	0	0	0	0
ref_mOTU_v2_2389	7	2	3	2	1	2	3	0
ref_mOTU_v2_2390	0	0	0	0	0	0	0	0
ref_mOTU_v2_2391	0	0	0	0	0	0	0	0
ref_mOTU_v2_2392	0	0	0	0	0	0	0	0
ref_mOTU_v2_2393	0	0	0	0	0	0	0	0
ref_mOTU_v2_2394	0	0	0	0	0	0	0	0
ref_mOTU_v2_2395	0	0	0	0	0	0	0	0
ref_mOTU_v2_2396	0	0	0	0	0	0	0	0
ref_mOTU_v2_2397	0	0	0	0	0	0	0	0
ref_mOTU_v2_2398	0	0	0	0	0	0	0	0
ref_mOTU_v2_2399	0	0	0	0	0	0	0	0
ref_mOTU_v2_2400	0	0	0	0	0	0	0	0
ref_mOTU_v2_2401	0	0	0	0	0	0	0	0
ref_mOTU_v2_2402	0	0	0	0	0	0	0	0
ref_mOTU_v2_2403	0	0	0	0	0	0	0	0
ref_mOTU_v2_2404	0	0	0	0	0	0	0	0
ref_mOTU_v2_2405	0	0	0	0	0	0	0	0
ref_mOTU_v2_2406	0	0	0	0	0	0	0	0
ref_mOTU_v2_2407	0	0	0	0	0	0	0	0
ref_mOTU_v2_2408	0	0	0	0	0	0	0	0
ref_mOTU_v2_2409	0	0	0	0	0	0	0	0
ref_mOTU_v2_2410	0	0	0	0	0	0	0	0
ref_mOTU_v2_2411	0	0	0	0	0	0	0	0
ref_mOTU_v2_2412	0	0	0	0	0	0	0	0
ref_mOTU_v2_2413	0	0	0	0	0	0	0	0
ref_mOTU_v2_2414	0	0	0	0	0	0	0	0
ref_mOTU_v2_2415	0	0	0	0	0	0	0	0
ref_mOTU_v2_2416	0	0	0	0	0	0	0	0
ref_mOTU_v2_2417	0	0	0	0	0	0	0	0
ref_mOTU_v2_2418	0	0	0	0	0	0	0	0
ref_mOTU_v2_2419	0	0	0	0	0	0	0	0
ref_mOTU_v2_2420	0	0	0	0	0	0	0	0
ref_mOTU_v2_2421	0	0	0	0	0	0	0	0
ref_mOTU_v2_2422	0	0	0	0	0	0	0	0
ref_mOTU_v2_2423	0	1	0	0	1	1	0	0
ref_mOTU_v2_2424	0	0	0	0	0	0	0	0
ref_mOTU_v2_2425	0	0	0	0	0	0	0	0
ref_mOTU_v2_2426	0	0	0	0	0	0	0	0
ref_mOTU_v2_2427	0	0	0	0	0	0	0	0
ref_mOTU_v2_2428	0	0	0	0	0	0	0	0
ref_mOTU_v2_2429	0	0	0	0	0	0	0	0
ref_mOTU_v2_2430	0	0	0	0	0	0	0	0
ref_mOTU_v2_2431	0	0	0	0	0	0	0	0
ref_mOTU_v2_2432	0	0	0	0	0	0	0	0
ref_mOTU_v2_2433	0	0	0	0	0	0	0	0
ref_mOTU_v2_2434	0	0	0	0	0	0	0	0
ref_mOTU_v2_2435	0	0	0	0	0	0	0	0
ref_mOTU_v2_2436	0	0	0	0	0	0	0	0
ref_mOTU_v2_2437	0	1	0	0	0	0	1	0
ref_mOTU_v2_2438	0	0	0	0	0	0	0	0
ref_mOTU_v2_2439	0	0	0	0	0	0	0	0
ref_mOTU_v2_2440	0	0	0	0	0	0	0	0
ref_mOTU_v2_2441	0	0	0	0	0	0	0	0
ref_mOTU_v2_2442	0	0	0	0	0	0	0	0
ref_mOTU_v2_2443	3	7	3	4	5	3	5	4
ref_mOTU_v2_2444	0	0	0	0	0	0	0	0
ref_mOTU_v2_2445	0	0	0	0	0	0	0	0
ref_mOTU_v2_2446	0	0	0	0	0	0	0	0
ref_mOTU_v2_2447	0	0	0	0	0	0	0	0
ref_mOTU_v2_2448	0	0	0	0	0	0	0	0
ref_mOTU_v2_2449	0	0	0	0	0	0	0	0
ref_mOTU_v2_2450	0	0	0	0	0	0	0	0
ref_mOTU_v2_2451	0	0	0	0	0	0	0	0
ref_mOTU_v2_2452	0	0	0	0	0	0	0	0
ref_mOTU_v2_2453	0	0	0	0	0	0	0	0
ref_mOTU_v2_2454	0	0	0	0	0	0	0	0
ref_mOTU_v2_2455	0	0	0	0	0	0	0	0
ref_mOTU_v2_2456	0	0	0	0	0	0	0	0
ref_mOTU_v2_2457	0	0	0	0	0	0	0	0
ref_mOTU_v2_2458	0	0	0	0	0	0	0	2
ref_mOTU_v2_2459	1	2	0	0	0	0	0	0
ref_mOTU_v2_2460	0	0	0	0	1	0	0	0
ref_mOTU_v2_2461	0	0	0	0	0	0	0	0
ref_mOTU_v2_2462	0	0	0	0	0	0	0	0
ref_mOTU_v2_2463	0	0	0	0	0	0	0	0
ref_mOTU_v2_2464	0	0	0	0	0	0	0	0
ref_mOTU_v2_2465	0	0	0	0	0	0	0	0
ref_mOTU_v2_2466	0	0	0	0	0	0	0	0
ref_mOTU_v2_2467	0	0	0	0	0	0	0	0
ref_mOTU_v2_2468	0	0	0	0	0	0	0	0
ref_mOTU_v2_2469	0	0	0	0	0	0	0	0
ref_mOTU_v2_2470	0	0	0	0	0	0	0	0
ref_mOTU_v2_2471	0	0	0	0	0	0	0	0
ref_mOTU_v2_2472	0	0	0	0	0	0	0	0
ref_mOTU_v2_2473	0	0	0	0	0	0	0	0
ref_mOTU_v2_2474	0	0	0	0	0	0	0	0
ref_mOTU_v2_2475	0	0	0	0	0	0	0	0
ref_mOTU_v2_2476	0	0	0	0	0	0	0	0
ref_mOTU_v2_2477	0	0	0	0	0	0	0	0
ref_mOTU_v2_2478	0	0	0	0	0	0	0	0
ref_mOTU_v2_2479	0	0	0	0	0	0	0	0
ref_mOTU_v2_2481	0	0	0	0	0	0	0	0
ref_mOTU_v2_2482	0	0	0	0	0	0	0	0
ref_mOTU_v2_2483	0	0	0	0	0	0	0	0
ref_mOTU_v2_2484	0	2	3	0	0	1	4	1
ref_mOTU_v2_2485	0	0	0	0	0	0	0	0
ref_mOTU_v2_2486	0	0	0	0	0	0	0	0
ref_mOTU_v2_2487	1	2	1	0	1	0	0	1
ref_mOTU_v2_2488	0	0	0	0	0	0	0	0
ref_mOTU_v2_2489	0	0	0	0	0	0	0	0
ref_mOTU_v2_2490	0	0	0	0	0	0	0	0
ref_mOTU_v2_2491	0	0	0	0	0	0	0	0
ref_mOTU_v2_2492	0	0	0	0	0	0	0	0
ref_mOTU_v2_2493	0	0	0	0	0	0	0	0
ref_mOTU_v2_2494	0	0	0	0	0	0	0	0
ref_mOTU_v2_2495	0	0	0	0	0	0	0	0
ref_mOTU_v2_2496	0	0	0	0	0	0	0	0
ref_mOTU_v2_2502	0	0	0	0	0	0	0	0
ref_mOTU_v2_2503	0	0	0	0	0	0	0	0
ref_mOTU_v2_2504	0	0	0	0	0	0	0	0
ref_mOTU_v2_2505	0	0	0	0	0	0	0	0
ref_mOTU_v2_2506	0	0	0	0	0	0	0	0
ref_mOTU_v2_2507	0	0	0	0	0	0	0	0
ref_mOTU_v2_2508	0	0	0	0	0	0	0	0
ref_mOTU_v2_2509	0	0	0	0	0	0	0	0
ref_mOTU_v2_2510	0	0	0	0	0	0	0	0
ref_mOTU_v2_2511	0	0	0	0	0	0	0	0
ref_mOTU_v2_2512	0	0	0	0	0	0	0	0
ref_mOTU_v2_2513	4	3	3	5	5	3	5	4
ref_mOTU_v2_2514	0	0	0	0	0	0	0	0
ref_mOTU_v2_2515	0	0	0	0	0	0	0	0
ref_mOTU_v2_2516	1	0	1	0	0	0	0	0
ref_mOTU_v2_2517	0	0	0	0	0	0	0	0
ref_mOTU_v2_2518	0	0	0	0	0	0	0	0
ref_mOTU_v2_2519	0	0	0	0	0	0	0	0
ref_mOTU_v2_2520	0	0	0	0	0	0	0	0
ref_mOTU_v2_2521	0	0	0	1	0	0	0	0
ref_mOTU_v2_2522	0	0	0	0	0	0	0	0
ref_mOTU_v2_2523	0	0	0	0	0	0	0	0
ref_mOTU_v2_2524	0	0	0	0	0	0	0	0
ref_mOTU_v2_2525	0	0	0	0	0	0	0	0
ref_mOTU_v2_2526	0	0	0	0	0	0	0	0
ref_mOTU_v2_2527	0	0	0	0	0	0	0	0
ref_mOTU_v2_2528	0	0	0	0	0	0	0	0
ref_mOTU_v2_2529	0	0	0	0	0	0	0	0
ref_mOTU_v2_2530	0	0	0	0	0	0	0	0
ref_mOTU_v2_2531	0	0	0	0	0	0	0	0
ref_mOTU_v2_2532	0	0	0	0	0	0	0	0
ref_mOTU_v2_2533	0	0	0	0	0	0	0	0
ref_mOTU_v2_2534	0	0	0	0	0	2	0	0
ref_mOTU_v2_2535	0	0	0	0	0	0	0	0
ref_mOTU_v2_2536	0	0	0	0	0	0	0	0
ref_mOTU_v2_2537	0	0	0	0	0	0	0	0
ref_mOTU_v2_2538	0	0	0	0	0	0	0	0
ref_mOTU_v2_2539	0	0	0	0	0	0	0	0
ref_mOTU_v2_2540	0	0	0	0	0	0	0	0
ref_mOTU_v2_2541	0	0	0	0	0	0	0	0
ref_mOTU_v2_2542	0	0	0	0	0	0	0	0
ref_mOTU_v2_2543	0	0	0	0	0	0	0	0
ref_mOTU_v2_2544	0	0	0	0	0	0	1	0
ref_mOTU_v2_2545	0	0	0	0	0	0	0	0
ref_mOTU_v2_2546	0	0	0	0	0	0	0	0
ref_mOTU_v2_2547	0	0	0	0	0	0	0	0
ref_mOTU_v2_2548	0	0	0	0	0	0	0	0
ref_mOTU_v2_2549	0	0	0	0	0	0	0	0
ref_mOTU_v2_2550	0	0	0	0	0	0	0	0
ref_mOTU_v2_2551	0	0	0	0	0	0	0	0
ref_mOTU_v2_2552	2	3	1	0	4	1	3	0
ref_mOTU_v2_2553	0	0	0	0	0	0	0	0
ref_mOTU_v2_2554	0	0	0	0	0	0	0	0
ref_mOTU_v2_2555	3	3	1	1	2	2	2	2
ref_mOTU_v2_2556	0	0	0	0	0	0	0	0
ref_mOTU_v2_2557	0	0	0	0	0	0	0	0
ref_mOTU_v2_2558	0	0	0	0	0	0	0	0
ref_mOTU_v2_2559	0	0	0	0	0	0	0	0
ref_mOTU_v2_2561	0	0	0	0	0	0	0	0
ref_mOTU_v2_2562	0	0	0	0	0	0	0	0
ref_mOTU_v2_2563	1	0	0	0	0	0	0	0
ref_mOTU_v2_2564	2	0	0	0	0	0	0	0
ref_mOTU_v2_2565	0	0	0	0	0	0	0	0
ref_mOTU_v2_2566	0	0	0	0	0	0	0	0
ref_mOTU_v2_2567	0	0	0	0	0	0	0	0
ref_mOTU_v2_2568	0	0	0	0	0	0	0	0
ref_mOTU_v2_2569	0	0	0	0	0	0	0	0
ref_mOTU_v2_2570	0	0	0	0	0	0	0	0
ref_mOTU_v2_2571	0	0	0	0	0	0	0	0
ref_mOTU_v2_2572	0	0	0	0	0	0	0	0
ref_mOTU_v2_2573	0	0	0	0	0	0	0	0
ref_mOTU_v2_2574	0	0	0	0	0	0	0	0
ref_mOTU_v2_2575	0	0	0	0	0	0	0	0
ref_mOTU_v2_2576	0	0	0	0	0	0	0	0
ref_mOTU_v2_2577	0	0	0	0	0	0	0	0
ref_mOTU_v2_2578	3	0	0	0	0	0	0	0
ref_mOTU_v2_2579	0	0	0	0	0	0	0	0
ref_mOTU_v2_2580	1	4	2	2	2	3	2	3
ref_mOTU_v2_2581	0	0	0	0	0	0	0	0
ref_mOTU_v2_2582	0	0	0	0	0	0	0	0
ref_mOTU_v2_2583	0	0	0	0	0	0	0	0
ref_mOTU_v2_2584	0	0	0	0	0	0	0	0
ref_mOTU_v2_2585	0	0	0	0	0	0	0	0
ref_mOTU_v2_2586	0	0	0	0	0	0	0	0
ref_mOTU_v2_2587	0	0	0	0	0	0	0	0
ref_mOTU_v2_2588	0	0	0	0	0	0	0	0
ref_mOTU_v2_2589	0	0	0	0	0	0	0	0
ref_mOTU_v2_2590	1	1	0	0	1	0	0	0
ref_mOTU_v2_2591	0	0	0	0	0	0	0	0
ref_mOTU_v2_2592	0	0	0	0	0	0	0	0
ref_mOTU_v2_2593	0	0	0	0	0	0	0	0
ref_mOTU_v2_2594	0	0	0	0	0	0	0	0
ref_mOTU_v2_2595	0	0	0	0	0	0	0	0
ref_mOTU_v2_2596	0	0	0	0	0	0	0	0
ref_mOTU_v2_2597	0	0	0	0	0	0	0	0
ref_mOTU_v2_2598	0	0	0	0	0	0	0	0
ref_mOTU_v2_2599	0	0	0	0	0	0	0	0
ref_mOTU_v2_2600	0	0	0	0	0	0	0	0
ref_mOTU_v2_2601	0	0	0	0	0	0	0	0
ref_mOTU_v2_2602	0	0	0	0	0	0	0	0
ref_mOTU_v2_2603	0	0	0	0	0	0	0	0
ref_mOTU_v2_2604	0	0	0	0	0	0	0	0
ref_mOTU_v2_2605	0	0	0	0	0	0	0	0
ref_mOTU_v2_2606	2	0	1	0	1	0	0	1
ref_mOTU_v2_2607	0	0	0	0	0	0	0	0
ref_mOTU_v2_2608	0	0	0	0	0	0	0	0
ref_mOTU_v2_2609	0	0	0	0	0	0	0	0
ref_mOTU_v2_2610	0	0	0	0	0	0	0	0
ref_mOTU_v2_2611	0	0	0	0	0	0	0	0
ref_mOTU_v2_2612	0	0	0	0	0	0	0	0
ref_mOTU_v2_2613	0	0	0	0	0	0	0	0
ref_mOTU_v2_2614	0	0	0	0	0	0	0	0
ref_mOTU_v2_2615	0	0	0	0	0	0	0	0
ref_mOTU_v2_2616	0	0	0	0	0	0	0	0
ref_mOTU_v2_2617	0	0	0	0	0	0	0	0
ref_mOTU_v2_2618	0	0	0	0	0	0	0	0
ref_mOTU_v2_2619	0	0	0	0	0	0	0	0
ref_mOTU_v2_2620	0	0	0	0	0	0	0	0
ref_mOTU_v2_2621	0	0	0	0	0	0	0	0
ref_mOTU_v2_2622	0	0	0	0	0	0	0	0
ref_mOTU_v2_2623	0	0	0	0	0	0	0	0
ref_mOTU_v2_2624	0	0	0	0	0	0	0	0
ref_mOTU_v2_2625	0	0	0	0	0	0	0	0
ref_mOTU_v2_2626	0	0	0	0	0	0	0	0
ref_mOTU_v2_2627	0	0	0	0	0	0	0	0
ref_mOTU_v2_2628	0	0	0	0	0	0	0	0
ref_mOTU_v2_2629	0	0	0	0	0	0	0	0
ref_mOTU_v2_2630	0	0	0	0	0	0	0	0
ref_mOTU_v2_2631	0	0	0	0	0	0	0	0
ref_mOTU_v2_2632	0	0	0	0	0	0	0	0
ref_mOTU_v2_2633	0	0	0	0	0	0	0	0
ref_mOTU_v2_2634	0	0	0	0	0	0	0	0
ref_mOTU_v2_2635	0	0	0	0	0	0	0	0
ref_mOTU_v2_2636	0	0	0	0	0	0	0	0
ref_mOTU_v2_2637	0	0	0	0	0	0	0	0
ref_mOTU_v2_2638	0	0	0	0	0	0	0	0
ref_mOTU_v2_2639	0	0	0	0	0	0	0	0
ref_mOTU_v2_2640	0	0	0	0	0	0	0	0
ref_mOTU_v2_2641	0	0	0	0	0	0	0	0
ref_mOTU_v2_2642	0	0	0	0	0	0	0	0
ref_mOTU_v2_2643	0	0	0	0	0	0	0	0
ref_mOTU_v2_2644	0	0	0	0	0	0	0	0
ref_mOTU_v2_2645	0	0	0	0	0	0	0	0
ref_mOTU_v2_2646	0	0	0	0	0	0	0	0
ref_mOTU_v2_2647	0	2	1	0	0	0	0	0
ref_mOTU_v2_2648	0	0	0	0	0	0	0	0
ref_mOTU_v2_2649	0	0	0	0	0	0	0	0
ref_mOTU_v2_2650	0	0	0	0	0	0	0	0
ref_mOTU_v2_2651	0	0	0	0	0	0	0	0
ref_mOTU_v2_2652	0	0	0	0	0	0	0	0
ref_mOTU_v2_2653	0	0	0	0	0	0	0	0
ref_mOTU_v2_2654	0	0	0	0	0	0	0	0
ref_mOTU_v2_2655	0	0	0	0	0	0	0	0
ref_mOTU_v2_2656	0	0	0	0	0	0	0	0
ref_mOTU_v2_2657	0	0	0	0	0	0	0	0
ref_mOTU_v2_2658	0	0	0	0	0	0	0	0
ref_mOTU_v2_2659	0	0	0	0	0	0	0	0
ref_mOTU_v2_2660	0	0	0	0	0	0	0	0
ref_mOTU_v2_2661	0	0	0	0	0	0	0	0
ref_mOTU_v2_2662	0	0	0	0	0	0	0	0
ref_mOTU_v2_2663	0	0	0	0	0	0	0	0
ref_mOTU_v2_2664	0	0	0	0	0	0	0	0
ref_mOTU_v2_2665	0	0	0	0	0	0	0	0
ref_mOTU_v2_2666	0	0	0	0	0	0	0	0
ref_mOTU_v2_2667	0	0	0	0	0	0	0	0
ref_mOTU_v2_2668	0	0	0	0	0	0	0	0
ref_mOTU_v2_2669	0	0	0	0	0	0	0	0
ref_mOTU_v2_2670	3	5	4	4	4	3	2	4
ref_mOTU_v2_2671	0	0	0	0	0	0	0	0
ref_mOTU_v2_2672	0	0	0	0	0	0	0	0
ref_mOTU_v2_2673	0	0	0	0	0	0	0	0
ref_mOTU_v2_2674	0	0	0	0	0	0	0	0
ref_mOTU_v2_2675	0	0	0	0	0	0	0	0
ref_mOTU_v2_2676	0	0	0	0	0	0	0	0
ref_mOTU_v2_2677	0	0	0	0	0	0	0	0
ref_mOTU_v2_2678	0	0	0	0	0	0	0	0
ref_mOTU_v2_2679	0	0	0	0	0	0	0	0
ref_mOTU_v2_2680	0	0	0	0	0	0	0	0
ref_mOTU_v2_2681	0	0	0	0	0	0	0	0
ref_mOTU_v2_2682	0	0	0	0	0	0	0	0
ref_mOTU_v2_2683	0	0	0	0	0	0	0	0
ref_mOTU_v2_2684	0	0	0	0	0	0	0	0
ref_mOTU_v2_2685	0	0	0	0	0	0	0	0
ref_mOTU_v2_2686	0	0	0	0	0	0	0	0
ref_mOTU_v2_2687	0	0	0	0	0	0	0	0
ref_mOTU_v2_2688	0	0	0	0	0	0	0	0
ref_mOTU_v2_2689	0	0	0	0	0	0	0	0
ref_mOTU_v2_2690	0	0	0	0	0	0	0	0
ref_mOTU_v2_2691	0	0	0	0	0	0	0	0
ref_mOTU_v2_2692	0	0	0	0	0	0	0	0
ref_mOTU_v2_2693	0	0	0	0	0	0	0	0
ref_mOTU_v2_2694	0	0	0	0	0	0	0	0
ref_mOTU_v2_2695	2	3	0	0	0	0	0	0
ref_mOTU_v2_2696	0	0	0	0	0	0	0	0
ref_mOTU_v2_2697	0	0	0	0	0	0	0	0
ref_mOTU_v2_2698	0	0	0	0	0	0	0	0
ref_mOTU_v2_2699	0	0	0	0	0	0	0	0
ref_mOTU_v2_2700	0	0	0	0	0	0	0	0
ref_mOTU_v2_2701	2	2	1	0	2	2	0	0
ref_mOTU_v2_2702	0	0	0	0	0	0	0	0
ref_mOTU_v2_2703	0	0	0	0	0	0	0	0
ref_mOTU_v2_2704	0	0	0	0	0	0	0	0
ref_mOTU_v2_2705	0	0	0	0	0	0	0	0
ref_mOTU_v2_2706	0	0	0	0	0	0	0	0
ref_mOTU_v2_2707	0	0	0	0	0	0	0	0
ref_mOTU_v2_2708	0	0	0	0	0	0	0	0
ref_mOTU_v2_2709	0	0	0	0	0	0	0	0
ref_mOTU_v2_2710	0	0	0	0	0	0	0	0
ref_mOTU_v2_2711	0	0	0	0	0	0	0	0
ref_mOTU_v2_2712	0	0	0	0	0	0	0	0
ref_mOTU_v2_2713	0	0	0	0	0	0	0	0
ref_mOTU_v2_2714	0	0	0	0	0	0	0	0
ref_mOTU_v2_2715	0	0	0	0	0	0	0	0
ref_mOTU_v2_2716	0	0	0	0	0	0	0	0
ref_mOTU_v2_2717	0	0	0	0	0	0	0	0
ref_mOTU_v2_2718	0	0	0	0	0	0	0	0
ref_mOTU_v2_2719	0	0	0	0	0	0	0	0
ref_mOTU_v2_2720	0	0	0	0	0	0	0	0
ref_mOTU_v2_2721	0	0	0	0	0	0	0	0
ref_mOTU_v2_2722	0	0	0	0	0	0	0	0
ref_mOTU_v2_2723	0	0	0	0	0	0	0	0
ref_mOTU_v2_2724	0	0	0	0	0	0	0	0
ref_mOTU_v2_2725	0	0	0	0	0	0	0	0
ref_mOTU_v2_2726	0	0	0	0	0	0	0	0
ref_mOTU_v2_2727	0	0	0	0	0	0	0	0
ref_mOTU_v2_2728	0	0	0	0	0	0	0	0
ref_mOTU_v2_2729	0	0	0	0	0	0	0	0
ref_mOTU_v2_2730	0	0	0	0	0	0	0	0
ref_mOTU_v2_2731	0	0	0	0	0	0	0	0
ref_mOTU_v2_2732	3	3	1	0	5	3	1	3
ref_mOTU_v2_2733	0	0	0	0	0	0	0	0
ref_mOTU_v2_2734	0	0	0	0	0	0	0	0
